"Age","CabinNumCryo","CabinSize","CryoSleep","Deck","Destination","FoodCourt","GID","GroupSize","HasSpent","HomePlanet","IID","Num","RoomService","ShoppingMall","Side","Spa","Spending","VIP","VRDeck","Cabin","PassengerId","Name","Transported","Train","LastName","GroupTrain","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
45,0,1,"FALSE","C","TRAPPIST-1e",7484,4628,1,TRUE,"Europa",1,175,0,465,"S",14,8573,"FALSE",610,"C/175/S","4628_01","Murzima Freednal","TRUE","TRUE","Freednal","TRUE",0,1,1,0,"C/175/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,1,1,1,5,2,0.4,0,0,NA,1,1,1,1,0,0
26,1,1,"TRUE","C","TRAPPIST-1e",0,5563,1,FALSE,"Europa",1,176,0,0,"P",0,0,"FALSE",0,"C/176/P","5563_01","Maham Cattyried","TRUE","TRUE","Cattyried","TRUE",0,1,1,0,"C/176/P",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,5,2,0.4,0,0,NA,1,1,1,0,0,NA,1,1,1
26,2,5,"FALSE","C","55 Cancri e",431,4632,5,TRUE,"Europa",3,176,0,28,"S",10941,11426,"FALSE",26,"C/176/S","4632_03","Cellus Dightent","FALSE","TRUE","Dightent","TRUE",0,1,2,3,"C/176/S",5,1,2,"Europa","TRAPPIST-1e",0,2,3,0.4,1,1,1,0,0,NA,1,1,1,0,0,NA,1,1,1
68,2,5,"TRUE","C","TRAPPIST-1e",0,4632,5,FALSE,"Europa",2,176,0,0,"S",0,0,"FALSE",0,"C/176/S","4632_02","Azhasim Dightent","TRUE","TRUE","Dightent","TRUE",0,1,2,3,"C/176/S",5,1,2,"Europa","TRAPPIST-1e",0,2,3,0.4,1,1,1,0,0,NA,1,1,1,0,0,NA,1,1,1
52,2,5,"FALSE","C","TRAPPIST-1e",364,4632,5,TRUE,"Europa",4,176,2,0,"S",2144,4314,"FALSE",1804,"C/176/S","4632_04","Alraium Syncepul","FALSE","TRUE","Syncepul","TRUE",0,1,2,3,"C/176/S",5,1,2,"Europa","TRAPPIST-1e",0,2,3,0.4,1,1,1,0,0,NA,1,1,1,0,0,NA,1,1,1
57,2,5,"TRUE","C","TRAPPIST-1e",0,4632,5,FALSE,"Europa",1,176,0,0,"S",0,0,"FALSE",0,"C/176/S","4632_01","Bellus Dightent","TRUE","TRUE","Dightent","TRUE",0,1,2,3,"C/176/S",5,1,2,"Europa","TRAPPIST-1e",0,2,3,0.4,1,1,1,0,0,NA,1,1,1,0,0,NA,1,1,1
36,2,5,"FALSE","C","55 Cancri e",551,4632,5,TRUE,"Europa",5,176,0,0,"S",5270,5843,"FALSE",22,"C/176/S","4632_05","Ankabih Dightent","FALSE","TRUE","Dightent","TRUE",0,1,2,3,"C/176/S",5,1,2,"Europa","TRAPPIST-1e",0,2,3,0.4,1,1,1,0,0,NA,1,1,1,0,0,NA,1,1,1
44,1,1,"TRUE","C","TRAPPIST-1e",0,5632,1,FALSE,"Europa",1,177,0,0,"P",0,0,"FALSE",0,"C/177/P","5632_01","Altairk Ranicood",NA,"FALSE","Ranicood","FALSE",0,1,0,0,"C/177/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,0,0,NA,3,2,0.666666666666667,1,1,1,1,0,0,5,2,0.4
18,1,6,"FALSE","C","55 Cancri e",2515,4639,6,TRUE,"Europa",4,177,2195,140,"S",4072,9267,"FALSE",345,"C/177/S","4639_04","Arino Exnutchor",NA,"FALSE","Exnutchor","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
37,1,6,"FALSE","C","55 Cancri e",1832.04108419913,4639,6,TRUE,"Europa",3,177,3675,0,"S",5482,12524.0410841991,"FALSE",1535,"C/177/S","4639_03","Arkard Blercat",NA,"FALSE","Blercat","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
0,1,6,"FALSE","C","TRAPPIST-1e",0,4639,6,FALSE,"Europa",1,177,0,0,"S",0,0,"FALSE",0,"C/177/S","4639_01","Meropus Exnutchor",NA,"FALSE","Exnutchor","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
31,1,6,"FALSE","C","TRAPPIST-1e",0,4639,6,FALSE,"Europa",6,177,0,0,"S",0,0,"FALSE",0,"C/177/S","4639_06","Alramak Exnutchor",NA,"FALSE","Exnutchor","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
33,1,6,"TRUE","C","TRAPPIST-1e",0,4639,6,FALSE,"Europa",5,177,0,0,"S",0,0,"FALSE",0,"C/177/S","4639_05","Adharan Clugeammy",NA,"FALSE","Clugeammy","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
0,1,6,"FALSE","C","TRAPPIST-1e",0,4639,6,FALSE,"Europa",2,177,0,0,"S",0,0,"FALSE",0,"C/177/S","4639_02","Mizarf Exnutchor",NA,"FALSE","Exnutchor","FALSE",0,1,0,0,"C/177/S",6,1,2,"Europa","TRAPPIST-1e",6,0,0,NA,0,0,NA,1,0,0,5,2,0.4,3,2,0.666666666666667,1,1,1
35,1,3,"TRUE","C","TRAPPIST-1e",0,5647,3,FALSE,"Europa",1,178,0,0,"P",0,0,"FALSE",0,"C/178/P","5647_01","Dyonevi Matoltuble","TRUE","TRUE","Matoltuble","TRUE",0,1,2,1,"C/178/P",3,1,2,"Europa","TRAPPIST-1e",0,2,1,0.666666666666667,1,0,0,2,0,0,0,0,NA,1,1,1,0,0,NA
48,1,3,"FALSE","C","TRAPPIST-1e",796.893543711931,5647,3,TRUE,"Europa",3,178,0,0,"P",2851,5125.89354371193,"FALSE",1478,"C/178/P","5647_03","Majoram Tachor","FALSE","TRUE","Tachor","TRUE",0,1,2,1,"C/178/P",3,1,2,"Europa","TRAPPIST-1e",0,2,1,0.666666666666667,1,0,0,2,0,0,0,0,NA,1,1,1,0,0,NA
52,1,3,"FALSE","C","55 Cancri e",1425,5647,3,TRUE,"Europa",2,178,0,31,"P",0,2776,"FALSE",1320,"C/178/P","5647_02","Chabih Matoltuble","TRUE","TRUE","Matoltuble","TRUE",0,1,2,1,"C/178/P",3,1,2,"Europa","TRAPPIST-1e",0,2,1,0.666666666666667,1,0,0,2,0,0,0,0,NA,1,1,1,0,0,NA
41,0,1,"FALSE","C","TRAPPIST-1e",412,4642,1,TRUE,"Europa",1,178,0,0,"S",4030,4442,"FALSE",0,"C/178/S","4642_01","Sadach Cluted","FALSE","TRUE","Cluted","TRUE",0,1,0,1,"C/178/S",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,3,2,0.666666666666667,1,1,1,0,0,NA,2,0,0,0,0,NA
50,0,2,"FALSE","C","55 Cancri e",103,5648,2,TRUE,"Europa",2,179,0,0,"P",240,8564,"FALSE",8221,"C/179/P","5648_02","Unukath Braned","FALSE","TRUE","Braned","TRUE",0,1,0,2,"C/179/P",2,1,1,"Europa","55 Cancri e",0,0,2,0,1,1,1,0,0,NA,3,2,0.666666666666667,2,2,1,1,0,0
27,0,2,"FALSE","C","55 Cancri e",918,5648,2,TRUE,"Europa",1,179,332,0,"P",5,6072,"FALSE",4817,"C/179/P","5648_01","Edaruma Braned","FALSE","TRUE","Braned","TRUE",0,1,0,2,"C/179/P",2,1,1,"Europa","55 Cancri e",0,0,2,0,1,1,1,0,0,NA,3,2,0.666666666666667,2,2,1,1,0,0
33,0,1,"FALSE","C","TRAPPIST-1e",7039,4651,1,TRUE,"Europa",1,179,0,0,"S",902,8346,"FALSE",405,"C/179/S","4651_01","Aludram Dectory","TRUE","TRUE","Dectory","TRUE",0,1,1,0,"C/179/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,2,0,0,2,2,1,1,0,0,0,0,NA,3,2,0.666666666666667
38,4,5,"FALSE","C","TRAPPIST-1e",1793,539,5,TRUE,"Europa",5,18,0,479,"P",9,7268,"FALSE",4987,"C/18/P","0539_05","Mardyon Nalanet","FALSE","TRUE","Nalanet","TRUE",0,1,4,1,"C/18/P",5,1,2,"Europa","TRAPPIST-1e",0,4,1,0.8,0,0,NA,2,2,1,1,0,0,1,0,0,0,0,NA
30,4,5,"TRUE","C","55 Cancri e",0,539,5,FALSE,"Europa",3,18,0,0,"P",0,0,"FALSE",0,"C/18/P","0539_03","Alderak Nalanet","TRUE","TRUE","Nalanet","TRUE",0,1,4,1,"C/18/P",5,1,2,"Europa","TRAPPIST-1e",0,4,1,0.8,0,0,NA,2,2,1,1,0,0,1,0,0,0,0,NA
36,4,5,"TRUE","C","55 Cancri e",0,539,5,FALSE,"Europa",2,18,0,0,"P",0,0,"FALSE",0,"C/18/P","0539_02","Achyon Nalanet","TRUE","TRUE","Nalanet","TRUE",0,1,4,1,"C/18/P",5,1,2,"Europa","TRAPPIST-1e",0,4,1,0.8,0,0,NA,2,2,1,1,0,0,1,0,0,0,0,NA
35.1844452610264,4,5,"TRUE","C","TRAPPIST-1e",0,539,5,FALSE,"Europa",1,18,0,0,"P",0,0,"FALSE",0,"C/18/P","0539_01","Tard Nalanet","TRUE","TRUE","Nalanet","TRUE",0,1,4,1,"C/18/P",5,1,2,"Europa","TRAPPIST-1e",0,4,1,0.8,0,0,NA,2,2,1,1,0,0,1,0,0,0,0,NA
49,4,5,"TRUE","C","TRAPPIST-1e",0,539,5,FALSE,"Europa",4,18,0,0,"P",0,0,"FALSE",0,"C/18/P","0539_04","Betenif Nalanet","TRUE","TRUE","Nalanet","TRUE",0,1,4,1,"C/18/P",5,1,2,"Europa","TRAPPIST-1e",0,4,1,0.8,0,0,NA,2,2,1,1,0,0,1,0,0,0,0,NA
31,0,1,"FALSE","C","TRAPPIST-1e",2522,469,1,TRUE,"Europa",1,18,0,0,"S",0,5278,"FALSE",2756,"C/18/S","0469_01","Zanino Femoused",NA,"FALSE","Femoused","FALSE",0,1,0,0,"C/18/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,5,4,0.8,1,0,0,0,0,NA,2,2,1,1,0,0
43,0,1,"FALSE","C","55 Cancri e",4048,5682,1,TRUE,"Europa",1,180,0,0,"P",492,5061.73167200026,"FALSE",521.731672000259,"C/180/P","5682_01","Halleth Preeldy",NA,"FALSE","Preeldy","FALSE",0,1,0,0,"C/180/P",1,1,1,"Europa","55 Cancri e",1,0,0,NA,2,2,1,1,0,0,2,0,0,1,1,1,1,1,1
64,2,2,"TRUE","C","55 Cancri e",0,4668,2,FALSE,"Europa",1,180,0,0,"S",0,0,"FALSE",0,"C/180/S","4668_01","Syrmion Scerodbox","TRUE","TRUE","Scerodbox","TRUE",0,1,2,0,"C/180/S",2,1,1,"Europa","55 Cancri e",0,2,0,1,0,0,NA,1,1,1,1,1,1,1,0,0,2,0,0
27,2,2,"TRUE","C","55 Cancri e",0,4668,2,FALSE,"Europa",2,180,0,0,"S",0,0,"TRUE",0,"C/180/S","4668_02","Sadrus Scerodbox","TRUE","TRUE","Scerodbox","TRUE",0,1,2,0,"C/180/S",2,1,1,"Europa","55 Cancri e",0,2,0,1,0,0,NA,1,1,1,1,1,1,1,0,0,2,0,0
42,0,1,"FALSE","C","TRAPPIST-1e",1871,5765,1,TRUE,"Europa",1,181,0,0,"P",570,2640,"FALSE",199,"C/181/P","5765_01","Altairk Heermy","FALSE","TRUE","Heermy","TRUE",0,1,0,1,"C/181/P",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,1,1,1,0,0,NA,0,0,NA,1,1,1,2,2,1
63,0,1,"FALSE","C","TRAPPIST-1e",4579,4679,1,TRUE,"Europa",1,181,0,1,"S",1006,7670,"FALSE",2084,"C/181/S","4679_01","Zaviton Iniouser","TRUE","TRUE","Iniouser","TRUE",0,1,1,0,"C/181/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,1,0,0,1,1,1,2,2,1,0,0,NA,0,0,NA
31,0,1,"FALSE","C","55 Cancri e",9004,5770,1,TRUE,"Europa",1,182,103,0,"P",2,9110,"FALSE",1,"C/182/P","5770_01","Auvan Geoconne",NA,"FALSE","Geoconne","FALSE",0,1,0,0,"C/182/P",1,1,1,"Europa","55 Cancri e",1,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,NA,1,1,1
28,0,1,"FALSE","C","TRAPPIST-1e",3119,4689,1,TRUE,"Europa",1,182,0,0,"S",1404,4889,"TRUE",366,"C/182/S","4689_01","Stra Persoffly","TRUE","TRUE","Persoffly","TRUE",0,1,1,0,"C/182/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,0,0,NA,1,1,1,1,0,0,1,0,0
44,0,1,"FALSE","C","55 Cancri e",496,5821,1,TRUE,"Europa",1,183,0,99,"P",317,6527,"FALSE",5615,"C/183/P","5821_01","Dirfak Calazy","FALSE","TRUE","Calazy","TRUE",0,1,0,1,"C/183/P",1,1,1,"Europa","55 Cancri e",0,0,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1
45,0,1,"FALSE","C","TRAPPIST-1e",835,4692,1,TRUE,"Europa",1,183,413,1741,"S",0,11432,"FALSE",8443,"C/183/S","4692_01","Saxinon Trashifus",NA,"FALSE","Trashifus","FALSE",0,1,0,0,"C/183/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,1,0,0,0,0,NA,1,1,1,0,0,NA,0,0,NA
44,2,5,"FALSE","C","TRAPPIST-1e",805,5936,5,TRUE,"Europa",3,184,0,1,"P",5387,6261,"FALSE",68,"C/184/P","5936_03","Minkark Antcal",NA,"FALSE","Antcal","FALSE",0,1,0,0,"C/184/P",5,1,2,"Europa","TRAPPIST-1e",5,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0,0,0,NA,0,0,NA
28,2,5,"FALSE","C","TRAPPIST-1e",3543,5936,5,TRUE,"Europa",4,184,0,0,"P",0,4440,"FALSE",897,"C/184/P","5936_04","Tautrix Antcal",NA,"FALSE","Antcal","FALSE",0,1,0,0,"C/184/P",5,1,2,"Europa","TRAPPIST-1e",5,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0,0,0,NA,0,0,NA
50,2,5,"TRUE","C","55 Cancri e",0,5936,5,FALSE,"Europa",2,184,0,0,"P",0,0,"FALSE",0,"C/184/P","5936_02","Grumak Antcal",NA,"FALSE","Antcal","FALSE",0,1,0,0,"C/184/P",5,1,2,"Europa","TRAPPIST-1e",5,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0,0,0,NA,0,0,NA
25,2,5,"FALSE","C","TRAPPIST-1e",1220,5936,5,TRUE,"Europa",5,184,0,2646,"P",4018,12319,"TRUE",4435,"C/184/P","5936_05","Brak Antcal",NA,"FALSE","Antcal","FALSE",0,1,0,0,"C/184/P",5,1,2,"Europa","TRAPPIST-1e",5,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0,0,0,NA,0,0,NA
24,2,5,"TRUE","C","TRAPPIST-1e",0,5936,5,FALSE,"Europa",1,184,0,0,"P",0,0,"FALSE",0,"C/184/P","5936_01","Kleeiak Antcal",NA,"FALSE","Antcal","FALSE",0,1,0,0,"C/184/P",5,1,2,"Europa","TRAPPIST-1e",5,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0,0,0,NA,0,0,NA
24,2,2,"TRUE","C","TRAPPIST-1e",0,4703,2,FALSE,"Europa",1,184,0,0,"S",0,0,"FALSE",0,"C/184/S","4703_01","Mesonon Headmish",NA,"FALSE","Headmish","FALSE",0,1,0,0,"C/184/S",2,1,2,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0
37,2,2,"TRUE","C","55 Cancri e",0,4703,2,FALSE,"Europa",2,184,0,0,"S",0,0,"FALSE",0,"C/184/S","4703_02","Terons Headmish",NA,"FALSE","Headmish","FALSE",0,1,0,0,"C/184/S",2,1,2,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3,1,0.333333333333333,1,0,0
29,1,3,"FALSE","C","PSO J318.5-22",1849,6055,3,TRUE,"Europa",1,185,3,0,"P",3104,6608,"TRUE",1652,"C/185/P","6055_01","Mino Prefule","FALSE","TRUE","Prefule","TRUE",0,1,1,2,"C/185/P",3,1,2,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,0,NA
20,1,3,"FALSE","C","TRAPPIST-1e",0,6055,3,TRUE,"Europa",3,185,1883,1021.40170225175,"P",8810,11714.4017022518,"FALSE",0,"C/185/P","6055_03","Terops Prefule","FALSE","TRUE","Prefule","TRUE",0,1,1,2,"C/185/P",3,1,2,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,0,NA
41,1,3,"TRUE","C","TRAPPIST-1e",0,6055,3,FALSE,"Europa",2,185,0,0,"P",0,0,"FALSE",0,"C/185/P","6055_02","Achiram Prefule","TRUE","TRUE","Prefule","TRUE",0,1,1,2,"C/185/P",3,1,2,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,0,0,NA,1,0,0,0,0,NA,0,0,NA,0,0,NA
32,0,2,"FALSE","C","TRAPPIST-1e",924,4705,2,TRUE,"Europa",2,185,10,0,"S",56,3981,"FALSE",2991,"C/185/S","4705_02","Graviph Calazy",NA,"FALSE","Calazy","FALSE",0,1,0,0,"C/185/S",2,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,3,1,0.333333333333333,0,0,NA,0,0,NA,1,0,0,0,0,NA
32,0,2,"FALSE","C","TRAPPIST-1e",1813.32560970062,4705,2,TRUE,"Europa",1,185,0,0,"S",8,1840.32560970062,"FALSE",19,"C/185/S","4705_01","Duhra Calazy",NA,"FALSE","Calazy","FALSE",0,1,0,0,"C/185/S",2,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,3,1,0.333333333333333,0,0,NA,0,0,NA,1,0,0,0,0,NA
68,0,1,"FALSE","C","55 Cancri e",13437,6064,1,TRUE,"Europa",1,186,125,0,"P",22408,35987,"FALSE",17,"C/186/P","6064_01","Markar Radisiouss","FALSE","TRUE","Radisiouss","TRUE",0,1,0,1,"C/186/P",1,1,1,"Europa","55 Cancri e",0,0,1,0,0,0,NA,2,1,0.5,3,1,0.333333333333333,5,5,1,0,0,NA
49,1,1,"TRUE","C","55 Cancri e",0,4718,1,FALSE,"Europa",1,186,0,0,"S",0,0,"FALSE",0,"C/186/S","4718_01","Propent Loring",NA,"FALSE","Loring","FALSE",0,1,0,0,"C/186/S",1,1,1,"Europa","55 Cancri e",1,0,0,NA,1,0,0,5,5,1,0,0,NA,2,1,0.5,3,1,0.333333333333333
13,1,2,"FALSE","C","TRAPPIST-1e",9,6109,2,TRUE,"Europa",1,187,0,0,"P",1081.14623097643,6738.14623097643,"FALSE",5648,"C/187/P","6109_01","Terons Inghtal","FALSE","TRUE","Inghtal","TRUE",0,1,1,1,"C/187/P",2,1,1,"Europa","TRAPPIST-1e",0,1,1,0.5,5,5,1,1,1,1,1,0,0,2,2,1,0,0,NA
28,1,2,"TRUE","C","TRAPPIST-1e",0,6109,2,FALSE,"Europa",2,187,0,0,"P",0,0,"FALSE",0,"C/187/P","6109_02","Giedir Inghtal","TRUE","TRUE","Inghtal","TRUE",0,1,1,1,"C/187/P",2,1,1,"Europa","TRAPPIST-1e",0,1,1,0.5,5,5,1,1,1,1,1,0,0,2,2,1,0,0,NA
26,1,5,"FALSE","C","55 Cancri e",3452,4726,5,TRUE,"Europa",2,187,0,0,"S",4,5416,"FALSE",1960,"C/187/S","4726_02","Korneb Praugnox","TRUE","TRUE","Praugnox","TRUE",0,1,5,0,"C/187/S",5,1,2,"Europa","TRAPPIST-1e",0,5,0,1,2,1,0.5,2,2,1,0,0,NA,1,1,1,1,0,0
28,1,5,"TRUE","C","TRAPPIST-1e",0,4726,5,FALSE,"Europa",4,187,0,0,"S",0,0,"FALSE",0,"C/187/S","4726_04","Hekabih Praugnox","TRUE","TRUE","Praugnox","TRUE",0,1,5,0,"C/187/S",5,1,2,"Europa","TRAPPIST-1e",0,5,0,1,2,1,0.5,2,2,1,0,0,NA,1,1,1,1,0,0
20,1,5,"FALSE","C","TRAPPIST-1e",3,4726,5,TRUE,"Europa",3,187,0,0,"S",1271,3904,"FALSE",2630,"C/187/S","4726_03",NA,"TRUE","TRUE",NA,"TRUE",0,1,5,0,"C/187/S",5,1,2,"Europa","TRAPPIST-1e",0,5,0,1,2,1,0.5,2,2,1,0,0,NA,1,1,1,1,0,0
37,1,5,"FALSE","C","TRAPPIST-1e",21,4726,5,TRUE,"Europa",5,187,8,0,"S",56,2252,"FALSE",2167,"C/187/S","4726_05","Arraiam Inghtal","TRUE","TRUE","Inghtal","TRUE",0,1,5,0,"C/187/S",5,1,2,"Europa","TRAPPIST-1e",0,5,0,1,2,1,0.5,2,2,1,0,0,NA,1,1,1,1,0,0
26,1,5,"FALSE","C","TRAPPIST-1e",1910,4726,5,TRUE,"Europa",1,187,0,0,"S",1777,4400.49845397401,"FALSE",713.498453974005,"C/187/S","4726_01","Eltais Inghtal","TRUE","TRUE","Inghtal","TRUE",0,1,5,0,"C/187/S",5,1,2,"Europa","TRAPPIST-1e",0,5,0,1,2,1,0.5,2,2,1,0,0,NA,1,1,1,1,0,0
50,1,1,"TRUE","C","55 Cancri e",0,6126,1,FALSE,"Europa",1,188,0,0,"P",0,0,"FALSE",0,"C/188/P","6126_01","Graviph Sechausive","TRUE","TRUE","Sechausive","TRUE",0,1,1,0,"C/188/P",1,1,1,"Europa","55 Cancri e",0,1,0,1,2,2,1,1,1,1,2,1,0.5,5,2,0.4,5,5,1
44,2,2,"TRUE","C","55 Cancri e",0,4756,2,FALSE,"Europa",1,188,0,0,"S",0,0,"FALSE",0,"C/188/S","4756_01","Maasyma Gealloyalt","TRUE","TRUE","Gealloyalt","TRUE",0,1,2,0,"C/188/S",2,1,1,"Europa","55 Cancri e",0,2,0,1,1,1,1,5,2,0.4,5,5,1,1,1,1,2,1,0.5
54,2,2,"TRUE","C","55 Cancri e",0,4756,2,FALSE,"Europa",2,188,0,0,"S",0,0,"FALSE",0,"C/188/S","4756_02","Beidus Gealloyalt","TRUE","TRUE","Gealloyalt","TRUE",0,1,2,0,"C/188/S",2,1,1,"Europa","55 Cancri e",0,2,0,1,1,1,1,5,2,0.4,5,5,1,1,1,1,2,1,0.5
33,0,1,"FALSE","C","55 Cancri e",3095,6130,1,TRUE,"Europa",1,189,0,0,"P",197,3332,"TRUE",40,"C/189/P","6130_01","Sariton Fatchanble","TRUE","TRUE","Fatchanble","TRUE",0,1,1,0,"C/189/P",1,1,1,"Europa","55 Cancri e",0,1,0,1,5,2,0.4,0,0,NA,1,1,1,1,1,1,2,2,1
48,2,5,"FALSE","C","55 Cancri e",342,4782,5,TRUE,"Europa",5,189,0,929,"S",10887,12158,"FALSE",0,"C/189/S","4782_05","Alrairk Maxled","FALSE","TRUE","Maxled","TRUE",1,1,2,3,"C/189/S",4,1,2,"Europa","55 Cancri e",0,2,3,0.4,1,1,1,1,1,1,2,2,1,0,0,NA,1,1,1
53,2,5,"FALSE","C","TRAPPIST-1e",11552,4782,5,TRUE,"Europa",2,189,50,0,"S",2998,18934,"FALSE",4334,"C/189/S","4782_02","Errak Maxled","FALSE","TRUE","Maxled","TRUE",1,1,2,3,"C/189/S",4,1,2,"Europa","55 Cancri e",0,2,3,0.4,1,1,1,1,1,1,2,2,1,0,0,NA,1,1,1
23,2,5,"TRUE","C","55 Cancri e",0,4782,5,FALSE,"Europa",1,189,0,0,"S",0,0,"FALSE",0,"C/189/S","4782_01","Sabiton Maxled","TRUE","TRUE","Maxled","TRUE",1,1,2,3,"C/189/S",4,1,2,"Europa","55 Cancri e",0,2,3,0.4,1,1,1,1,1,1,2,2,1,0,0,NA,1,1,1
27,2,5,"TRUE","C","55 Cancri e",0,4782,5,FALSE,"Europa",4,189,0,0,"S",0,0,"FALSE",0,"C/189/S","4782_04","Hadirk Slable","TRUE","TRUE","Slable","TRUE",1,1,2,3,"C/189/S",4,1,2,"Europa","55 Cancri e",0,2,3,0.4,1,1,1,1,1,1,2,2,1,0,0,NA,1,1,1
32,2,5,"FALSE","C","55 Cancri e",225,4782,5,TRUE,"Europa",3,189,0,0,"S",3873,4338,"FALSE",240,"C/189/S","4782_03","Algenif Maxled","FALSE","TRUE","Maxled","TRUE",1,1,2,3,"C/189/S",4,1,2,"Europa","55 Cancri e",0,2,3,0.4,1,1,1,1,1,1,2,2,1,0,0,NA,1,1,1
37,1,2,"FALSE","C","TRAPPIST-1e",6506,553,2,TRUE,"Europa",2,19,0,0,"P",764,7270,"FALSE",0,"C/19/P","0553_02","Gluinol Valindle","TRUE","TRUE","Valindle","TRUE",0,1,2,0,"C/19/P",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,1,0,0,2,1,0.5,5,4,0.8,0,0,NA,0,0,NA
40,1,2,"TRUE","C","TRAPPIST-1e",0,553,2,FALSE,"Europa",1,19,0,0,"P",0,0,"FALSE",0,"C/19/P","0553_01","Tope Valindle","TRUE","TRUE","Valindle","TRUE",0,1,2,0,"C/19/P",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,1,0,0,2,1,0.5,5,4,0.8,0,0,NA,0,0,NA
39,0,1,"FALSE","C","TRAPPIST-1e",1794,487,1,TRUE,"Europa",1,19,172,12,"S",4303,6527,"FALSE",246,"C/19/S","0487_01","Sadirak Obeaded","FALSE","TRUE","Obeaded","TRUE",0,1,0,1,"C/19/S",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,2,2,1,0,0,NA,0,0,NA,2,1,0.5,5,4,0.8
22,1,2,"TRUE","C","TRAPPIST-1e",0,6151,2,FALSE,"Europa",2,190,0,0,"P",0,0,"FALSE",0,"C/190/P","6151_02","Mulkes Hometerval",NA,"FALSE","Hometerval","FALSE",1,1,0,0,"C/190/P",1,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,1,1,1,1,0,0,1,1,1,1,1,1,5,2,0.4
33,1,2,"FALSE","C","TRAPPIST-1e",187,6151,2,TRUE,"Europa",1,190,0,0,"P",2758,3509,"FALSE",564,"C/190/P","6151_01","Achium Hometerval",NA,"FALSE","Hometerval","FALSE",1,1,0,0,"C/190/P",1,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,1,1,1,1,0,0,1,1,1,1,1,1,5,2,0.4
