"Side","Deck","Num","GID","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","IID","Spending","HasSpent","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupTransportedPct","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct","Cabin","PassengerId","Name","Transported","Train","LastName","GroupCabinMode"
"P","D",41,1089,"Europa","TRUE","55 Cancri e",33,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,0,0,0.0360166666666646,1,1,1,0,0,0.035555555555554,0,0,0.05125,0,0,0.0345499999999996,"D/41/P","1089_01","Sheleon Pronfraked","TRUE","TRUE","Pronfraked","D/41/P"
"P","D",41,1089,"Europa","FALSE","TRAPPIST-1e",26,"FALSE",0,565,1,677,794,2,2037,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,0,0,0.0433499999999981,1,1,1,0,0,0.0485999999999985,0,0,0.0538571428571428,0,0,0.0423666666666663,"D/41/P","1089_02","Gacrab Pronfraked","FALSE","TRUE","Pronfraked","D/41/P"
"S","D",41,1217,"Europa","TRUE","TRAPPIST-1e",28,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,0,0,0.443380158730158,2,1,2,"Europa","55 Cancri e",2,0,0,0.471064285714286,1,2,1,0.5,0,0,0.0668333333333332,0,0,0.0178833333333319,1,1,1,0,0,0.0320833333333329,"D/41/S","1217_02","Astrah Droning",NA,"FALSE","Droning","D/41/S"
"S","D",41,1217,"Europa","FALSE","55 Cancri e",8,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,0,0,0.454769047619047,2,1,2,"Europa","55 Cancri e",2,0,0,0.473919047619048,1,2,1,0.5,0,0,0.0612916666666666,0,0,0.0275499999999985,1,1,1,0,0,0.0364666666666664,"D/41/S","1217_01","Elebola Droning",NA,"FALSE","Droning","D/41/S"
"P","D",42,1093,"Mars","FALSE","TRAPPIST-1e",23,"FALSE",1862,59,18,192,0,1,2131,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,0,0,0.0331666666666645,1,0,0,2,1,0.5,0,0,0.0287833333333333,0,0,0.0312416666666662,"D/42/P","1093_01","Beass Winie","TRUE","TRUE","Winie","D/42/P"
"S","D",42,1224,"Mars","FALSE","TRAPPIST-1e",17,"FALSE",1199.31834166667,583,2936,0,0,2,4718.31834166667,TRUE,2,0,2,0,0,0.434741666666666,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.44845,0,1,1,1,0,0,0.0424999999999999,0,0,0.0448333333333317,1,0,0,2,1,0.5,"D/42/S","1224_02","Wat Chene",NA,"FALSE","Chene","D/42/S"
"P","D",43,1311,"Mars","FALSE","TRAPPIST-1e",26,"FALSE",1946,4,4,0,623,3,2577,TRUE,3,0,2,1,2,0.333333333333333,2,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0389999999999979,1,0,0,1,1,1,1,0,0,0,0,0.0339761904761901,"D/43/P","1311_03","Muld Make","FALSE","TRUE","Make","F/265/P"
"S","D",43,1251,"Mars","TRUE","TRAPPIST-1e",29,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.408364285714285,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.45315,1,1,0,0,1,0,0,0,0,0.0180499999999983,1,0,0,1,1,1,"D/43/S","1251_01","Row Steen",NA,"FALSE","Steen","D/43/S"
"P","D",44,1371,"Mars","FALSE","TRAPPIST-1e",25,"FALSE",591,466,0,0,0,1,1057,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0.0185416666666662,"D/44/P","1371_01","Dunch Kuche","FALSE","TRUE","Kuche","D/44/P"
"S","D",44,1254,"Mars","FALSE","TRAPPIST-1e",54,"FALSE",704,0,431,0,47,1,1182,TRUE,2,0,2,0,2,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,1,1,0,0,0.0278749999999983,1,1,1,1,0,0,"D/44/S","1254_01","Cupers Breke","FALSE","TRUE","Breke","D/44/S"
"P","D",45,1415,"Europa","FALSE","55 Cancri e",33,"FALSE",13,2296.94543333333,2011,17,32,1,4369.94543333333,TRUE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,0,1,1,1,1,1,1,1,0,0,2,1,0.5,1,0,0,"D/45/P","1415_01","Preo Higast","TRUE","TRUE","Higast","D/45/P"
"S","D",45,1302,"Mars","FALSE","55 Cancri e",22,"FALSE",218,50,4817,146,256,1,5487,TRUE,1,0,1,1,0,1,1,1,1,"Mars","55 Cancri e",1,1,0,1,0,1,1,1,2,1,0.5,1,0,0,1,1,1,1,0,0,"D/45/S","1302_01","Beah Erry","TRUE","TRUE","Erry","D/45/S"
"P","D",46,1426,"Europa","TRUE","55 Cancri e",28,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,2,1,0.5,1,0,0,1,1,1,0,0,0.0429166666666667,1,1,1,"D/46/P","1426_01","Duhrid Drelcate","TRUE","TRUE","Drelcate","D/46/P"
"S","D",46,1330,"Mars","FALSE","TRAPPIST-1e",28,"FALSE",120,8,1128,1,7,2,1264,TRUE,2,0,1,1,1,0.5,2,1,1,"Mars","TRAPPIST-1e",2,1,1,0.5,0,1,1,1,0,0,0.0276666666666664,1,1,1,1,0,0,1,1,1,"D/46/S","1330_02","Hocops Datty","TRUE","TRUE","Datty","D/46/S"
"S","D",46,1330,"Mars","FALSE","TRAPPIST-1e",47,"FALSE",405,0,193,458,0,1,1056,TRUE,2,0,1,1,1,0.5,2,1,1,"Mars","TRAPPIST-1e",2,1,1,0.5,0,1,1,1,0,0,0.0291666666666665,1,1,1,1,0,0,1,1,1,"D/46/S","1330_01","Sts Mare","FALSE","TRUE","Mare","D/46/S"
"P","D",47,1490,"Europa","FALSE","55 Cancri e",26,"FALSE",0,304,0,3998,1165.23463968254,1,5467.23463968254,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,0,0,0.0382464285714268,2,0,0,1,1,1,1,1,1,2,1,0.5,"D/47/P","1490_01","Caphird Crioncery","FALSE","TRUE","Crioncery","D/47/P"
"S","D",47,1354,"Mars","FALSE","TRAPPIST-1e",20,"FALSE",89,0,2620,0,0,4,2709,TRUE,7,0,3,0,0,0.454197023809523,5,1,2,"Mars","TRAPPIST-1e",1,0,0,0.4543,0,1,0,0,1,1,1,2,1,0.5,2,0,0,1,1,1,"D/47/S","1354_04","Oatch Saste",NA,"FALSE","Saste","F/263/S"
"P","D",48,1503,"Mars","FALSE","TRAPPIST-1e",61,"FALSE",1114,0,68,0,0,2,1182,TRUE,2,0,1,0,2,0,2,1,1,"Mars","TRAPPIST-1e",2,0,2,0,0,1,1,1,2,2,1,1,0,0,1,1,1,0,0,0.0382499999999997,"D/48/P","1503_02","Wat Haste","FALSE","TRUE","Haste","D/48/P"
"P","D",48,1503,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",1890,0,497,1,0,1,2388,TRUE,2,0,1,0,2,0,2,1,1,"Mars","TRAPPIST-1e",2,0,2,0,0,1,1,1,2,2,1,1,0,0,1,1,1,0,0,0.0342499999999996,"D/48/P","1503_01","Koops Haste","FALSE","TRUE","Haste","D/48/P"
"S","D",48,1357,"Mars","TRUE","TRAPPIST-1e",40,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,2,0,0,1,1,1,0,0,0.0256874999999983,2,2,1,1,0,0,"D/48/S","1357_01","Bet Stre","TRUE","TRUE","Stre","D/48/S"
"P","D",49,1527,"Europa","TRUE","55 Cancri e",22,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,2,0,1,2,1,2,"Europa","55 Cancri e",2,2,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0.0445916666666666,1,1,1,"D/49/P","1527_01","Dirius Boderbint","TRUE","TRUE","Boderbint","D/49/P"
"P","D",49,1527,"Europa","FALSE","TRAPPIST-1e",25,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,2,0,1,2,1,2,"Europa","55 Cancri e",2,2,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0.0380916666666666,1,1,1,"D/49/P","1527_02","Anchird Boderbint","TRUE","TRUE","Boderbint","D/49/P"
"S","D",49,1383,"Europa","TRUE","TRAPPIST-1e",53,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,2,2,1,0,0,0.0484999999999998,1,1,1,1,1,1,2,0,0,"D/49/S","1383_01","Rasatik Resendent","TRUE","TRUE","Resendent","D/49/S"
"P","D",5,196,"Mars","FALSE","PSO J318.5-22",25,"FALSE",1052,0,719,0,7,1,1778,TRUE,1,0,1,0,1,0,1,1,1,"Mars","PSO J318.5-22",1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0270555555555551,"D/5/P","0196_01","Caper Emead","FALSE","TRUE","Emead","D/5/P"
"S","D",5,133,"Mars","FALSE","TRAPPIST-1e",36,"FALSE",2738,0,0,0,0,2,2738,TRUE,2,0,2,1,1,0.5,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,0,0,0.0410999999999983,1,1,1,1,1,1,"D/5/S","0133_02","Egrasp Blie","FALSE","TRUE","Blie","D/5/S"
"P","D",50,1528,"Mars","FALSE","55 Cancri e",18,"FALSE",3992,673,1360,2,0,1,6027,TRUE,1,0,1,1,0,1,1,1,1,"Mars","55 Cancri e",1,1,0,1,0,0,0,0.0316428571428552,0,0,0.0403833333333332,2,2,1,0,0,0.0392547619047619,1,1,1,"D/50/P","1528_01","Eang Madan","TRUE","TRUE","Madan","D/50/P"
"S","D",50,1409,"Mars","FALSE","TRAPPIST-1e",39,"TRUE",2012,38,1274,0,0,1,3324,TRUE,2,0,2,0,0,0.446092857142856,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.44205,0,1,1,1,0,0,0.0314666666666665,1,1,1,0,0,0.0183333333333333,2,2,1,"D/50/S","1409_01","Crick Soun",NA,"FALSE","Soun","D/50/S"
"P","D",51,1538,"Mars","FALSE","55 Cancri e",18,"FALSE",1106,0,74,0,0,2,1180,TRUE,2,0,2,0,0,0.453016883116882,1,1,2,"Mars","55 Cancri e",1,0,0,0.450792857142857,0,0,0,0.0211666666666644,0,0,0.0216666666666664,1,1,1,1,0,0,0,0,0.0208333333333329,"D/51/P","1538_02","Douse Anate",NA,"FALSE","Anate","D/51/P"
"S","D",51,1432,"Mars","FALSE","TRAPPIST-1e",31,"FALSE",2565,9,4,0,0,2,2578,TRUE,2,0,2,0,0,0.449324999999999,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.442221428571429,0,0,0,0.0181666666666646,1,0,0,0,0,0.0326666666666649,0,0,0.0324583333333333,1,1,1,"D/51/S","1432_02","Chees Graie",NA,"FALSE","Graie","D/51/S"
"P","D",52,1610,"Mars","FALSE","55 Cancri e",14,"FALSE",110,0,2768,68,135,1,3081,TRUE,1,0,1,0,0,0.443211904761904,1,1,1,"Mars","55 Cancri e",1,0,0,0.430183333333334,0,1,0,0,1,0,0,0,0,0.0410999999999984,2,1,0.5,0,0,0.0487499999999998,"D/52/P","1610_01","Allots Casty",NA,"FALSE","Casty","D/52/P"
"S","D",52,1439,"Mars","FALSE","TRAPPIST-1e",30,"FALSE",806,100,9,146.740181351981,47,2,1108.74018135198,TRUE,2,0,2,0,2,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0189916666666645,2,1,0.5,0,0,0.0124999999999983,1,0,0,0,0,0.0268333333333329,"D/52/S","1439_02","Croo Lette","FALSE","TRUE","Lette","D/52/S"
"P","D",53,1617,"Mars","FALSE","PSO J318.5-22",37,"FALSE",295,1575,19,515,0,1,2404,TRUE,1,0,1,0,1,0,1,1,1,"Mars","PSO J318.5-22",1,0,1,0,0,2,1,0.5,1,0,0,0,0,0.0165476190476174,1,0,0,1,0,0,"D/53/P","1617_01","Ots Blan","FALSE","TRUE","Blan","D/53/P"
"S","D",53,1450,"Europa","FALSE","55 Cancri e",30,"FALSE",0,138,0,5467,112,2,5717,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","55 Cancri e",2,1,1,0.5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0313333333333329,"D/53/S","1450_02","Cella Ailled","FALSE","TRUE","Ailled","D/53/S"
"S","D",53,1450,"Europa","TRUE","55 Cancri e",43,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,1,1,0.5,2,1,1,"Europa","55 Cancri e",2,1,1,0.5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0114999999999994,"D/53/S","1450_01","Tabih Ailled","TRUE","TRUE","Ailled","D/53/S"
"P","D",54,1727,"Mars","FALSE","55 Cancri e",52,"FALSE",1279,0,1061,359,0,2,2699,TRUE,2,0,2,1,1,0.5,1,1,1,"Mars","55 Cancri e",1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0373333333333333,2,1,0.5,"D/54/P","1727_02","Emoles Barte","FALSE","TRUE","Barte","D/54/P"
"S","D",54,1454,"Europa","FALSE","TRAPPIST-1e",37,"FALSE",0,13561,15,4060,72,1,17708,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0412666666666665,2,1,0.5,1,0,0,1,0,0,"D/54/S","1454_01","Canonon Righturter","FALSE","TRUE","Righturter","D/54/S"
"P","D",55,1742,"Mars","FALSE","PSO J318.5-22",34,"TRUE",49,478,387,0,0,1,914,TRUE,1,0,1,0,1,0,1,1,1,"Mars","PSO J318.5-22",1,0,1,0,0,0,0,0.0300833333333312,6,5,0.833333333333333,1,0,0,1,0,0,1,0,0,"D/55/P","1742_01","Anack Trad","FALSE","TRUE","Trad","D/55/P"
"S","D",55,1534,"Mars","FALSE","TRAPPIST-1e",33,"FALSE",3303,0,40,1,0,2,3344,TRUE,2,0,2,0,0,0.455253787878787,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.450584523809524,0,1,0,0,1,0,0,1,0,0,6,5,0.833333333333333,1,0,0,"D/55/S","1534_02","Krunch Rasty",NA,"FALSE","Rasty","D/55/S"
"P","D",56,1829,"Europa","FALSE","TRAPPIST-1e",28,"TRUE",0,4424,3,207,1572,4,6206,TRUE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0460833333333332,1,0,0,2,1,0.5,0,0,0.0418166666666664,"D/56/P","1829_04","Hadiram Gloother","TRUE","TRUE","Gloother","D/56/P"
"P","D",56,1829,"Europa","FALSE","TRAPPIST-1e",30,"FALSE",1,6398,0,2,295,2,6696,TRUE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0452499999999999,1,0,0,2,1,0.5,0,0,0.0411499999999998,"D/56/P","1829_02","Propsh Clumshangs","TRUE","TRUE","Clumshangs","D/56/P"
"P","D",56,1829,"Europa","TRUE","55 Cancri e",23,"FALSE",0,0,0,0,0,5,0,FALSE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0419833333333332,1,0,0,2,1,0.5,0,0,0.0336499999999997,"D/56/P","1829_05","Atrinon Persed","TRUE","TRUE","Persed","D/56/P"
"P","D",56,1829,"Europa","FALSE","TRAPPIST-1e",29,"FALSE",0,699,0,0,1955,6,2654,TRUE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0390499999999999,1,0,0,2,1,0.5,0,0,0.042388095238095,"D/56/P","1829_06","Ankark Persed","FALSE","TRUE","Persed","D/56/P"
"P","D",56,1829,"Europa","FALSE","55 Cancri e",48,"FALSE",0,3578,80,123,860.441659523809,1,4641.44165952381,TRUE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0419333333333332,1,0,0,2,1,0.5,0,0,0.0417214285714283,"D/56/P","1829_01",NA,"TRUE","TRUE",NA,"D/56/P"
"P","D",56,1829,"Europa","FALSE","TRAPPIST-1e",22,"FALSE",0,8882,21,2204,19,3,11126,TRUE,6,0,1,5,1,0.833333333333333,6,1,2,"Europa","TRAPPIST-1e",6,5,1,0.833333333333333,1,1,0,0,0,0,0.0486999999999999,1,0,0,2,1,0.5,0,0,0.0460666666666665,"D/56/P","1829_03","Luxion Clumshangs","TRUE","TRUE","Clumshangs","D/56/P"
"S","D",56,1573,"Mars","FALSE","TRAPPIST-1e",55,"FALSE",938,0,82,0,162,1,1182,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,6,5,0.833333333333333,2,1,0.5,0,0,0.0169999999999983,0,0,0.0280555555555555,1,0,0,"D/56/S","1573_01","Lychex Butte","FALSE","TRUE","Butte","D/56/S"
"P","D",57,1842,"Mars","FALSE","TRAPPIST-1e",22,"FALSE",603,0,200,0,0,1,803,TRUE,1,0,1,0,0,0.435936904761904,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.42405,0,2,1,0.5,1,0,0,6,5,0.833333333333333,0,0,0.0306666666666667,1,0,0,"D/57/P","1842_01","Walls Stche",NA,"FALSE","Stche","D/57/P"
"S","D",57,1590,"Europa","FALSE","TRAPPIST-1e",37,"FALSE",0,1336,2,12,7,1,1357,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,0,0,0,0.0351499999999981,0,0,0.0383416666666665,1,0,0,1,0,0,6,5,0.833333333333333,"D/57/S","1590_01","Neutrin Crakenecal","TRUE","TRUE","Crakenecal","D/57/S"
"S","D",57,1590,"Europa","FALSE","55 Cancri e",33,"FALSE",0,26,1,33,2439,2,2499,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,0,0,0,0.0517499999999981,0,0,0.0376095238095236,1,0,0,1,0,0,6,5,0.833333333333333,"D/57/S","1590_02","Ankark Crakenecal","FALSE","TRUE","Crakenecal","D/57/S"
"P","D",58,1879,"Europa","FALSE","TRAPPIST-1e",36,"FALSE",0,583,1789,19,1009,1,3400,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,0,0,0.0399166666666649,3,2,0.666666666666667,0,0,0.0504761904761891,1,1,1,2,1,0.5,"D/58/P","1879_01","Alhair Inderly","FALSE","TRUE","Inderly","D/58/P"
"S","D",58,1623,"Mars","FALSE","TRAPPIST-1e",36,"FALSE",17,0,571,3,591,1,1182,TRUE,1,0,1,0,0,0.384470238095237,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.423192857142857,0,1,0,0,1,1,1,2,1,0.5,3,2,0.666666666666667,0,0,0.0337619047619043,"D/58/S","1623_01","Razzle Dun",NA,"FALSE","Dun","D/58/S"
"P","D",59,1892,"Europa","FALSE","55 Cancri e",19,"FALSE",0,748,158,5037,44,3,5987,TRUE,3,1,1,2,1,0.666666666666667,2,1,2,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,0,1,1,1,1,0,0,1,0,0,2,1,0.5,0,0,0.0424999999999997,"D/59/P","1892_03","Schird Stpingepid","FALSE","TRUE","Stpingepid","D/59/P"
"P","D",59,1892,"Europa","FALSE","TRAPPIST-1e",29,"FALSE",4,841,0,363,1107,2,2315,TRUE,3,1,1,2,1,0.666666666666667,2,1,2,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,0,1,1,1,1,0,0,1,0,0,2,1,0.5,0,0,0.032083333333333,"D/59/P","1892_02","Ashira Stpingepid","TRUE","TRUE","Stpingepid","D/59/P"
"P","D",59,1892,"Europa","FALSE","TRAPPIST-1e",50,"FALSE",5,809,0,309,731,1,1854,TRUE,3,1,1,2,1,0.666666666666667,2,1,2,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,0,1,1,1,1,0,0,1,0,0,2,1,0.5,0,0,0.039583333333333,"D/59/P","1892_01","Coxark Couseced","TRUE","TRUE","Couseced","D/59/P"
"S","D",59,1666,"Europa","FALSE","TRAPPIST-1e",38,"FALSE",158,787,2820,510.492597297297,86,1,4361.4925972973,TRUE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,0,3,2,0.666666666666667,2,1,0.5,0,0,0.0453999999999986,1,0,0,1,0,0,"D/59/S","1666_01","Askedus Retefule","TRUE","TRUE","Retefule","D/59/S"
"P","D",6,210,"Europa","TRUE","55 Cancri e",24,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,1,0,0,0,0,0.0389666666666665,1,0,0,0,0,0.0255,1,0,0,"D/6/P","0210_01","Arraid Inicont","TRUE","TRUE","Inicont","D/6/P"
"S","D",6,178,"Mars","FALSE","TRAPPIST-1e",38,"FALSE",3414,0,161,28,119,1,3722,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,1,1,0,0,0.0276666666666664,1,0,0,0,0,0.0301095238095238,1,0,0,"D/6/S","0178_01","Wees Knik","FALSE","TRUE","Knik","D/6/S"
"P","D",60,1907,"Europa","FALSE","TRAPPIST-1e",50,"FALSE",265.551825163399,1810,0,126,247,1,2448.5518251634,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,2,1,0.5,2,1,0.5,3,2,0.666666666666667,2,1,0.5,1,1,1,"D/60/P","1907_01","Axionif Neceriont","FALSE","TRUE","Neceriont","D/60/P"
"S","D",60,1704,"Mars","FALSE","TRAPPIST-1e",13,"FALSE",1112,0,687,0,3,1,1802,TRUE,2,0,1,1,1,0.5,2,1,2,"Mars","55 Cancri e",2,1,1,0.5,0,1,0,0,2,1,0.5,1,1,1,2,1,0.5,3,2,0.666666666666667,"D/60/S","1704_01","Tors Breke","FALSE","TRUE","Breke","D/60/S"
"S","D",60,1704,"Mars","FALSE","55 Cancri e",18,"FALSE",86,1164,516,0,0,2,1766,TRUE,2,0,1,1,1,0.5,2,1,2,"Mars","55 Cancri e",2,1,1,0.5,0,1,0,0,2,1,0.5,1,1,1,2,1,0.5,3,2,0.666666666666667,"D/60/S","1704_02","Allota Fincy","TRUE","TRUE","Fincy","D/60/S"
"P","D",61,1916,"Europa","FALSE","55 Cancri e",22,"FALSE",1744,79,0,12,1514,2,3349,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,2,1,0.5,1,0,0,1,0,0,0,0,0.0465833333333333,2,1,0.5,"D/61/P","1916_02",NA,"FALSE","TRUE",NA,"D/61/P"
"P","D",61,1916,"Europa","TRUE","TRAPPIST-1e",15,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,2,1,0.5,1,0,0,1,0,0,0,0,0.0359166666666666,2,1,0.5,"D/61/P","1916_01","Cheddin Castery","TRUE","TRUE","Castery","D/61/P"
"S","D",61,1709,"Mars","FALSE","TRAPPIST-1e",23,"FALSE",2210,0,89,0,0,2,2299,TRUE,7,1,3,2,5,0.285714285714286,3,1,1,"Mars","TRAPPIST-1e",2,1,1,0.5,0,2,1,0.5,0,0,0.0506999999999999,2,1,0.5,1,0,0,1,0,0,"D/61/S","1709_02","Bet Minen","TRUE","TRUE","Minen","F/326/S"
"S","D",61,1709,"Mars","FALSE","TRAPPIST-1e",15,"FALSE",1554,0,646,20,1241,6,3461,TRUE,7,1,3,2,5,0.285714285714286,3,1,1,"Mars","TRAPPIST-1e",2,1,1,0.5,0,2,1,0.5,0,0,0.0610333333333333,2,1,0.5,1,0,0,1,0,0,"D/61/S","1709_06","Tyog Minen","FALSE","TRUE","Minen","F/326/S"
"P","D",62,1939,"Mars","FALSE","TRAPPIST-1e",13,"FALSE",3037,10,43,0,0,2,3090,TRUE,2,0,2,0,2,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0293333333333313,1,0,0,2,1,0.5,1,0,0,2,1,0.5,"D/62/P","1939_02","Sex Burta","FALSE","TRUE","Burta","D/62/P"
"S","D",62,1744,"Mars","FALSE","TRAPPIST-1e",27,"FALSE",157,0,2345,822,0,1,3324,TRUE,1,0,1,0,0,0.434530952380951,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.424666666666667,0,1,0,0,1,0,0,2,1,0.5,1,0,0,2,1,0.5,"D/62/S","1744_01","Lifes Nane",NA,"FALSE","Nane","D/62/S"
"P","D",63,1974,"Mars","FALSE","TRAPPIST-1e",41,"FALSE",3702,0,1,0,18,1,3721,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0384749999999998,1,0,0,1,0,0,0,0,0.0211481481481477,"D/63/P","1974_01","Sugark Cusa","FALSE","TRUE","Cusa","D/63/P"
"S","D",63,1857,"Mars","FALSE","55 Cancri e",31,"FALSE",120,0,657,52,0,1,829,TRUE,1,0,1,0,1,0,1,1,1,"Mars","55 Cancri e",1,0,1,0,0,1,0,0,1,0,0,0,0,0.0253333333333316,0,0,0.0149666666666666,1,0,0,"D/63/S","1857_01","Pios Emone","FALSE","TRUE","Emone","D/63/S"
"P","D",64,2035,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",904,688,112,994,0,1,2698,TRUE,2,0,2,0,0,0.448713095238094,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.445533333333334,0,1,0,0,1,1,1,1,0,0,0,0,0.0126666666666666,1,0,0,"D/64/P","2035_01",NA,NA,"FALSE",NA,"D/64/P"
"S","D",64,1864,"Mars","FALSE","TRAPPIST-1e",26,"FALSE",1752,22,0,4,108.875574122807,1,1886.87557412281,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0249999999999979,0,0,0.0194999999999997,1,0,0,1,1,1,1,0,0,"D/64/S","1864_01","Hone Erflé","FALSE","TRUE","Erflé","D/64/S"
"P","D",65,2061,"Europa","FALSE","TRAPPIST-1e",34,"FALSE",0,5063,0,56,327,1,5446,TRUE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,0,0,0,0.0339166666666646,1,0,0,0,0,0.0311022012578602,1,0,0,1,0,0,"D/65/P","2061_01","Dscha Sedece","TRUE","TRUE","Sedece","D/65/P"
