"Cabin","Side","Deck","Num","GID","PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Train","IID","Spending","HasSpent","LastName","GroupTrain","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
"C/212/S","S","C",212,5452,"5452_01","Europa",NA,"TRAPPIST-1e",24,FALSE,0,0,0,0,0,"Eleb Mander",TRUE,TRUE,1,0,FALSE,"Mander",TRUE,1,0,1,1,0,"C/212/S",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,0,0,0,NA,1,0,0,0,0,NA,2,2,1,0,0,NA
"C/213/P","P","C",213,6724,"6724_01","Europa",TRUE,"55 Cancri e",27,FALSE,0,0,0,0,0,"Jihoton Haftent",TRUE,TRUE,1,0,FALSE,"Haftent",TRUE,2,0,1,2,0,"C/213/P",2,1,1,"Europa","55 Cancri e",2,0,2,0,1,2,1,0,0,1,0,0,0,0,NA,0,0,0,1,1,1
"C/213/P","P","C",213,6724,"6724_02","Europa",TRUE,"55 Cancri e",17,FALSE,0,0,0,0,0,"Scelava Haftent",TRUE,TRUE,2,0,FALSE,"Haftent",TRUE,2,0,1,2,0,"C/213/P",2,1,1,"Europa","55 Cancri e",2,0,2,0,1,2,1,0,0,1,0,0,0,0,NA,0,0,0,1,1,1
"C/213/S","S","C",213,5459,"5459_01","Europa",FALSE,"TRAPPIST-1e",38,FALSE,0,347,0,1545,2187,"Jabbab Stoile",FALSE,TRUE,1,4079,TRUE,"Stoile",TRUE,1,0,1,0,1,"C/213/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,0,NA
"C/214/P","P","C",214,6725,"6725_01","Europa",FALSE,"TRAPPIST-1e",32,FALSE,0,390,60,5015,211,"Caphira Cratrave",FALSE,TRUE,1,5676,TRUE,"Cratrave",TRUE,1,0,1,0,1,"C/214/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0,0
"C/215/P","P","C",215,6747,"6747_01","Europa",TRUE,"TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Duhrak Alaxed",TRUE,TRUE,1,0,FALSE,"Alaxed",TRUE,1,0,1,1,0,"C/215/P",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,1,1,1,1,0,0,NA,1,0,0,2,2,1,0,0,0
"C/215/S","S","C",215,5709,"5709_01","Europa",FALSE,"TRAPPIST-1e",33,FALSE,0,4372,0,4103,0,"Asellum Amblereld",TRUE,TRUE,1,8475,TRUE,"Amblereld",TRUE,1,0,1,1,0,"C/215/S",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,0,1,1,1,2,2,1,0,0,0,0,0,NA,1,0,0
"C/216/P","P","C",216,6777,"6777_01","Europa",TRUE,"55 Cancri e",38,FALSE,0,0,0,0,0,"Wasatan Igniming",NA,FALSE,1,0,FALSE,"Igniming",FALSE,1,0,1,0,0,"C/216/P",1,1,1,"Europa","55 Cancri e",1,1,0,0,NA,1,2,2,1,0,0,NA,1,1,1,1,1,1,1,1,1
"C/216/S","S","C",216,5737,"5737_02","Europa",FALSE,"TRAPPIST-1e",35,FALSE,0,7636,0,353,705,"Lesaton Inicont",TRUE,TRUE,2,8694,TRUE,"Inicont",TRUE,2,0,1,2,0,"C/216/S",2,1,1,"Europa","TRAPPIST-1e",2,0,2,0,1,0,0,0,NA,1,1,1,1,1,1,0,0,NA,1,1,1
"C/216/S","S","C",216,5737,"5737_01","Europa",FALSE,"TRAPPIST-1e",39,FALSE,0,11856,13,39,3,"Mintard Inicont",TRUE,TRUE,1,11911,TRUE,"Inicont",TRUE,2,0,1,2,0,"C/216/S",2,1,1,"Europa","TRAPPIST-1e",2,0,2,0,1,0,0,0,NA,1,1,1,1,1,1,0,0,NA,1,1,1
"C/217/P","P","C",217,6838,"6838_02","Europa",FALSE,"TRAPPIST-1e",28,FALSE,0,6562,0,3430,18670,"Quarkab Fasticaly",NA,FALSE,2,28662,TRUE,"Fasticaly",FALSE,3,0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,3,0,0,NA,1,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
"C/217/P","P","C",217,6838,"6838_03","Europa",FALSE,"55 Cancri e",34,FALSE,695,2325,0,21,9626,"Nekkard Fasticaly",NA,FALSE,3,12667,TRUE,"Fasticaly",FALSE,3,0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,3,0,0,NA,1,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
"C/217/P","P","C",217,6838,"6838_01","Europa",TRUE,"TRAPPIST-1e",3,FALSE,0,0,0,0,0,"Alraium Fasticaly",NA,FALSE,1,0,FALSE,"Fasticaly",FALSE,3,0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,3,0,0,NA,1,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
"C/217/S","S","C",217,5773,"5773_01","Europa",TRUE,"55 Cancri e",61,FALSE,0,0,0,0,0,"Bosonan Sciatberit",TRUE,TRUE,1,0,FALSE,"Sciatberit",TRUE,1,0,1,1,0,"C/217/S",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,1,0,0,NA,1,0,0,2,2,1,1,0,0,0,0,NA
"C/218/P","P","C",218,6853,"6853_01","Europa",FALSE,"55 Cancri e",31,FALSE,0,1604,4058,4094,124,"Menkaa Cathome",FALSE,TRUE,1,9880,TRUE,"Cathome",TRUE,1,0,1,0,1,"C/218/P",1,1,1,"Europa","55 Cancri e",1,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1
"C/218/S","S","C",218,5790,"5790_01","Europa",FALSE,"TRAPPIST-1e",46,FALSE,0,1068,945,2587,811,"Markard Distured",FALSE,TRUE,1,5411,TRUE,"Distured",TRUE,1,0,1,0,1,"C/218/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,NA,0,0,NA
"C/219/P","P","C",219,6888,"6888_01","Europa",FALSE,"TRAPPIST-1e",38,FALSE,NA,1501,219,470,173,"Arrain Conablese",NA,FALSE,1,2363,TRUE,"Conablese",FALSE,4,0,1,0,0,"C/219/P",4,1,2,"Europa","TRAPPIST-1e",4,4,0,0,NA,1,1,1,1,1,0,0,1,0,0,2,2,1,1,0,0
"C/219/P","P","C",219,6888,"6888_03","Europa",NA,"TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Homamin Turtertive",NA,FALSE,3,0,FALSE,"Turtertive",FALSE,4,0,1,0,0,"C/219/P",4,1,2,"Europa","TRAPPIST-1e",4,4,0,0,NA,1,1,1,1,1,0,0,1,0,0,2,2,1,1,0,0
"C/219/P","P","C",219,6888,"6888_04","Europa",FALSE,"PSO J318.5-22",25,TRUE,5100,150,0,170,0,"Astorux Conablese",NA,FALSE,4,5420,TRUE,"Conablese",FALSE,4,0,1,0,0,"C/219/P",4,1,2,"Europa","TRAPPIST-1e",4,4,0,0,NA,1,1,1,1,1,0,0,1,0,0,2,2,1,1,0,0
"C/219/P","P","C",219,6888,"6888_02","Europa",TRUE,"TRAPPIST-1e",35,NA,0,0,0,0,0,"Decruxa Emeliatty",NA,FALSE,2,0,FALSE,"Emeliatty",FALSE,4,0,1,0,0,"C/219/P",4,1,2,"Europa","TRAPPIST-1e",4,4,0,0,NA,1,1,1,1,1,0,0,1,0,0,2,2,1,1,0,0
"C/219/S","S","C",219,5839,"5839_01","Europa",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Ranopus Unloweedic",TRUE,TRUE,1,0,FALSE,"Unloweedic",TRUE,1,0,1,1,0,"C/219/S",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,1,0,0,NA,2,2,1,1,0,0,1,0,0,1,0,0
"C/22/P","P","C",22,607,"0607_03","Europa",FALSE,"TRAPPIST-1e",43,FALSE,4,1111,118,1852,NA,"Pola Hontichre",FALSE,TRUE,3,3085,TRUE,"Hontichre",TRUE,3,0,1,0,3,"C/22/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,3,0,0,1,1,1,1,0,0,7,5,0.714285714285714,1,1,1,1,1,1
"C/22/P","P","C",22,607,"0607_01","Europa",FALSE,"TRAPPIST-1e",37,NA,27,654,10,881,9568,"Dyonium Hontichre",FALSE,TRUE,1,11140,TRUE,"Hontichre",TRUE,3,0,1,0,3,"C/22/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,3,0,0,1,1,1,1,0,0,7,5,0.714285714285714,1,1,1,1,1,1
"C/22/P","P","C",22,607,"0607_02","Europa",FALSE,"55 Cancri e",44,FALSE,434,3113,19,NA,892,"Mino Hontichre",FALSE,TRUE,2,4458,TRUE,"Hontichre",TRUE,3,0,1,0,3,"C/22/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,3,0,0,1,1,1,1,0,0,7,5,0.714285714285714,1,1,1,1,1,1
"C/22/S","S","C",22,570,"0570_01","Europa",FALSE,"TRAPPIST-1e",36,TRUE,530,5085,1,146,872,"Chard Tramsor",TRUE,TRUE,1,6634,TRUE,"Tramsor",TRUE,1,0,1,1,0,"C/22/S",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,0,3,0,0,1,1,1,1,1,1,1,0,0,7,5,0.714285714285714
"C/220/P","P","C",220,6895,"6895_01","Europa",FALSE,"TRAPPIST-1e",25,FALSE,0,4612,0,2585,1919,"Ainon Conachets",FALSE,TRUE,1,9116,TRUE,"Conachets",TRUE,1,0,1,0,1,"C/220/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,2,2,1,1,0,0,0,0,NA,1,1,1,1,1,1
"C/220/S","S","C",220,5842,"5842_02","Europa",TRUE,"55 Cancri e",27,FALSE,0,0,0,0,0,"Zaurid Prefule",TRUE,TRUE,2,0,FALSE,"Prefule",TRUE,2,0,1,2,0,"C/220/S",2,1,1,"Europa","55 Cancri e",2,0,2,0,1,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,NA
"C/220/S","S","C",220,5842,"5842_01","Europa",TRUE,"55 Cancri e",28,FALSE,0,0,0,0,0,"Hekark Maging",TRUE,TRUE,1,0,FALSE,"Maging",TRUE,2,0,1,2,0,"C/220/S",2,1,1,"Europa","55 Cancri e",2,0,2,0,1,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,NA
"C/221/P","P","C",221,6912,"6912_01","Europa",FALSE,"TRAPPIST-1e",40,FALSE,0,120,0,2814,318,"Weino Slomed",FALSE,TRUE,1,3252,TRUE,"Slomed",TRUE,1,0,1,0,1,"C/221/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,3,3,1,2,2,1
"C/221/S","S","C",221,5897,"5897_01","Europa",NA,"55 Cancri e",25,FALSE,0,0,0,0,0,NA,TRUE,TRUE,1,0,FALSE,NA,TRUE,1,0,1,1,0,"C/221/S",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,0,1,0,0,3,3,1,2,2,1,1,1,1,1,0,0
"C/222/P","P","C",222,6931,"6931_01","Europa",TRUE,"55 Cancri e",37,FALSE,0,0,0,0,0,"Spurin Amonsmane",TRUE,TRUE,1,0,FALSE,"Amonsmane",TRUE,1,0,1,1,0,"C/222/P",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,1,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1
"C/222/S","S","C",222,5960,"5960_02","Europa",FALSE,"TRAPPIST-1e",29,FALSE,3215,1211,4,7,417,"Aliakan Dister",TRUE,TRUE,2,4854,TRUE,"Dister",TRUE,3,0,1,3,0,"C/222/S",3,1,2,"Europa","TRAPPIST-1e",3,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"C/222/S","S","C",222,5960,"5960_03","Europa",TRUE,"55 Cancri e",25,FALSE,0,0,0,0,0,"Merabik Dister",TRUE,TRUE,3,0,FALSE,"Dister",TRUE,3,0,1,3,0,"C/222/S",3,1,2,"Europa","TRAPPIST-1e",3,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"C/222/S","S","C",222,5960,"5960_01","Europa",FALSE,"TRAPPIST-1e",28,FALSE,0,4780,1761,1,247,"Eltares Dister",TRUE,TRUE,1,6789,TRUE,"Dister",TRUE,3,0,1,3,0,"C/222/S",3,1,2,"Europa","TRAPPIST-1e",3,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"C/223/P","P","C",223,6944,"6944_01","Europa",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Alzird Gented",TRUE,TRUE,1,0,FALSE,"Gented",TRUE,1,0,1,1,0,"C/223/P",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,1,1,1,1,0,0,NA,1,1,1,1,1,1,3,3,1
"C/223/S","S","C",223,5980,"5980_01","Europa",FALSE,"55 Cancri e",19,FALSE,0,NA,0,2,9,"Alatrin Trallect",TRUE,TRUE,1,11,TRUE,"Trallect",TRUE,1,0,1,1,0,"C/223/S",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,0,1,1,1,1,1,1,3,3,1,0,0,NA,1,1,1
"C/224/P","P","C",224,6952,"6952_01","Europa",TRUE,"TRAPPIST-1e",32,FALSE,0,0,0,0,0,"Dyonif Hautconded",NA,FALSE,1,0,FALSE,"Hautconded",FALSE,1,0,1,0,0,"C/224/P",1,1,1,"Europa","TRAPPIST-1e",1,1,0,0,NA,1,1,1,1,6,5,0.833333333333333,1,1,1,3,3,1,1,1,1
"C/224/S","S","C",224,5991,"5991_01","Europa",FALSE,"55 Cancri e",26,FALSE,0,9641,51,224,2428,"Minoton Cralinal",TRUE,TRUE,1,12344,TRUE,"Cralinal",TRUE,1,0,1,1,0,"C/224/S",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,0,0,0,NA,3,3,1,1,1,1,6,5,0.833333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_05","Europa",FALSE,"55 Cancri e",28,FALSE,0,4173,0,33,420,"Schird Pretive",TRUE,TRUE,5,4626,TRUE,"Pretive",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_06","Europa",FALSE,"55 Cancri e",28,FALSE,0,160,0,1538,1426,"Terfak Distured",FALSE,TRUE,6,3124,TRUE,"Distured",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_01","Europa",FALSE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Alcoran Distured",TRUE,TRUE,1,0,FALSE,"Distured",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_04","Europa",TRUE,"55 Cancri e",17,FALSE,0,0,0,0,0,"Asteron Distured",TRUE,TRUE,4,0,FALSE,"Distured",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_02","Europa",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Chard Distured",TRUE,TRUE,2,0,FALSE,"Distured",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/P","P","C",225,6971,"6971_03","Europa",TRUE,"TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Alkaida Distured",TRUE,TRUE,3,0,FALSE,"Distured",TRUE,6,0,1,5,1,"C/225/P",6,1,2,"Europa","55 Cancri e",6,0,5,1,0.833333333333333,2,3,3,1,2,1,0.5,0,0,NA,3,1,0.333333333333333,1,1,1
"C/225/S","S","C",225,6036,"6036_02","Europa",FALSE,"TRAPPIST-1e",15,FALSE,0,677,0,179,3186,"Sular Stpingepid",TRUE,TRUE,2,4042,TRUE,"Stpingepid",TRUE,3,0,1,3,0,"C/225/S",3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,1,0,6,5,0.833333333333333,3,1,0.333333333333333,1,1,1,2,1,0.5,0,0,NA
"C/225/S","S","C",225,6036,"6036_03","Europa",FALSE,"TRAPPIST-1e",27,FALSE,0,1857,0,778,587,"Hekab Stpingepid",TRUE,TRUE,3,3222,TRUE,"Stpingepid",TRUE,3,0,1,3,0,"C/225/S",3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,1,0,6,5,0.833333333333333,3,1,0.333333333333333,1,1,1,2,1,0.5,0,0,NA
"C/225/S","S","C",225,6036,"6036_01","Europa",FALSE,"TRAPPIST-1e",44,FALSE,0,1289,1224,514,1674,"Achah Stpingepid",TRUE,TRUE,1,4701,TRUE,"Stpingepid",TRUE,3,0,1,3,0,"C/225/S",3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,1,0,6,5,0.833333333333333,3,1,0.333333333333333,1,1,1,2,1,0.5,0,0,NA
"C/226/P","P","C",226,6988,"6988_02","Europa",FALSE,"TRAPPIST-1e",28,FALSE,0,4340,0,186,0,"Azharga Obnoftle",TRUE,TRUE,2,4526,TRUE,"Obnoftle",TRUE,2,0,1,1,1,"C/226/P",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,3,1,0.333333333333333,1,1,1,6,5,0.833333333333333,3,3,1,3,3,1
"C/226/P","P","C",226,6988,"6988_01","Europa",FALSE,"TRAPPIST-1e",26,NA,554,1307,32,93,1553,"Quarkib Obnoftle",FALSE,TRUE,1,3539,TRUE,"Obnoftle",TRUE,2,0,1,1,1,"C/226/P",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,3,1,0.333333333333333,1,1,1,6,5,0.833333333333333,3,3,1,3,3,1
"C/226/S","S","C",226,6066,"6066_02","Europa",FALSE,"55 Cancri e",55,FALSE,8142,8,0,1481,0,"Terion Mallisly",FALSE,TRUE,2,9631,TRUE,"Mallisly",TRUE,3,0,1,1,2,"C/226/S",3,1,2,"Europa","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,2,1,0.5,3,3,1,3,3,1,1,1,1,6,5,0.833333333333333
"C/226/S","S","C",226,6066,"6066_01","Europa",FALSE,"TRAPPIST-1e",33,FALSE,0,357,2366,1612,2137,"Altan Mallisly",FALSE,TRUE,1,6472,TRUE,"Mallisly",TRUE,3,0,1,1,2,"C/226/S",3,1,2,"Europa","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,2,1,0.5,3,3,1,3,3,1,1,1,1,6,5,0.833333333333333
"C/226/S","S","C",226,6066,"6066_03","Europa",NA,"TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Aldhib Mallisly",TRUE,TRUE,3,0,FALSE,"Mallisly",TRUE,3,0,1,1,2,"C/226/S",3,1,2,"Europa","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,2,1,0.5,3,3,1,3,3,1,1,1,1,6,5,0.833333333333333
"C/227/P","P","C",227,7015,"7015_01","Europa",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Geons Geadle",TRUE,TRUE,1,0,FALSE,"Geadle",TRUE,1,0,1,1,0,"C/227/P",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,1,3,3,1,2,1,0.5,2,1,0.5,1,1,1,3,1,0.333333333333333
"C/227/S","S","C",227,6094,"6094_03","Europa",TRUE,"55 Cancri e",28,FALSE,0,0,0,0,0,"Tautrix Brathful",TRUE,TRUE,3,0,FALSE,"Brathful",TRUE,3,0,1,3,0,"C/227/S",3,1,1,"Europa","55 Cancri e",3,0,3,0,1,3,1,1,1,1,1,1,3,1,0.333333333333333,2,1,0.5,2,1,0.5
"C/227/S","S","C",227,6094,"6094_01","Europa",TRUE,"55 Cancri e",30,FALSE,0,0,0,0,0,"Terons Brathful",TRUE,TRUE,1,0,FALSE,"Brathful",TRUE,3,0,1,3,0,"C/227/S",3,1,1,"Europa","55 Cancri e",3,0,3,0,1,3,1,1,1,1,1,1,3,1,0.333333333333333,2,1,0.5,2,1,0.5
"C/227/S","S","C",227,6094,"6094_02","Europa",TRUE,"55 Cancri e",44,FALSE,0,0,0,0,0,"Alcyon Brathful",TRUE,TRUE,2,0,FALSE,"Brathful",TRUE,3,0,1,3,0,"C/227/S",3,1,1,"Europa","55 Cancri e",3,0,3,0,1,3,1,1,1,1,1,1,3,1,0.333333333333333,2,1,0.5,2,1,0.5
"C/228/P","P","C",228,7104,"7104_01","Europa",FALSE,"TRAPPIST-1e",57,FALSE,906,22,0,8293,391,"Taurah Regmansidy",FALSE,TRUE,1,9612,TRUE,"Regmansidy",TRUE,2,0,1,1,1,"C/228/P",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,1,1,1,0,0,NA,1,1,1,2,1,0.5,3,3,1
"C/228/P","P","C",228,7104,"7104_02","Europa",FALSE,"TRAPPIST-1e",42,NA,159,4387,2,3,485,"Alatrix Regmansidy",TRUE,TRUE,2,5036,TRUE,"Regmansidy",TRUE,2,0,1,1,1,"C/228/P",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,1,1,1,0,0,NA,1,1,1,2,1,0.5,3,3,1
"C/228/S","S","C",228,6106,"6106_01","Europa",TRUE,"55 Cancri e",54,FALSE,0,0,0,0,0,"Matark Calian",TRUE,TRUE,1,0,FALSE,"Calian",TRUE,1,0,1,1,0,"C/228/S",1,1,1,"Europa","55 Cancri e",1,0,1,0,1,1,2,1,0.5,2,1,0.5,3,3,1,0,0,NA,1,1,1
"C/229/P","P","C",229,7124,"7124_01","Europa",TRUE,"TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Eltares Aillyber",NA,FALSE,1,0,FALSE,"Aillyber",FALSE,3,0,1,0,0,"C/229/P",3,1,2,"Europa","55 Cancri e",3,3,0,0,NA,2,2,1,0.5,0,0,NA,2,1,0.5,6,6,1,1,1,1
"C/229/P","P","C",229,7124,"7124_02","Europa",TRUE,"55 Cancri e",18,FALSE,0,0,0,0,0,"Menkard Aillyber",NA,FALSE,2,0,FALSE,"Aillyber",FALSE,3,0,1,0,0,"C/229/P",3,1,2,"Europa","55 Cancri e",3,3,0,0,NA,2,2,1,0.5,0,0,NA,2,1,0.5,6,6,1,1,1,1
"C/229/P","P","C",229,7124,"7124_03","Europa",FALSE,NA,41,FALSE,0,2925,0,1623,0,"Tarrak Aillyber",NA,FALSE,3,4548,TRUE,"Aillyber",FALSE,3,0,1,0,0,"C/229/P",3,1,2,"Europa","55 Cancri e",3,3,0,0,NA,2,2,1,0.5,0,0,NA,2,1,0.5,6,6,1,1,1,1
"C/229/S","S","C",229,6121,"6121_02","Europa",FALSE,"TRAPPIST-1e",55,NA,916,1056,0,1677,593,"Keided Presstic",FALSE,TRUE,2,4242,TRUE,"Presstic",TRUE,2,0,1,1,1,"C/229/S",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,0,0,NA,6,6,1,1,1,1,0,0,NA,2,1,0.5
"C/229/S","S","C",229,6121,"6121_01","Europa",FALSE,"TRAPPIST-1e",28,NA,0,4585,0,2,35,"Wezncha Presstic",TRUE,TRUE,1,4622,TRUE,"Presstic",TRUE,2,0,1,1,1,"C/229/S",2,1,1,"Europa","TRAPPIST-1e",2,0,1,1,0.5,0,0,0,NA,6,6,1,1,1,1,0,0,NA,2,1,0.5
"C/23/P","P","C",23,661,"0661_01","Europa",FALSE,"TRAPPIST-1e",44,FALSE,0,2506,0,1360,722,"Misadr Ticagent",FALSE,TRUE,1,4588,TRUE,"Ticagent",TRUE,1,0,1,0,1,"C/23/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,1,0,0,1,1,1,3,1,0.333333333333333,3,0,0,2,2,1,1,1,1
"C/23/S","S","C",23,600,"0600_01","Europa",FALSE,"TRAPPIST-1e",24,FALSE,0,3385,826,9,793,"Muonon Ormler",TRUE,TRUE,1,5013,TRUE,"Ormler",TRUE,1,0,1,1,0,"C/23/S",1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,1,0,1,0,0,2,2,1,1,1,1,3,1,0.333333333333333,3,0,0
"C/230/P","P","C",230,7139,"7139_01","Europa",FALSE,"TRAPPIST-1e",59,FALSE,0,186,0,945,2655,"Bens Pippoppere",NA,FALSE,1,3786,TRUE,"Pippoppere",FALSE,1,0,1,0,0,"C/230/P",1,1,1,"Europa","TRAPPIST-1e",1,1,0,0,NA,0,6,6,1,0,0,NA,0,0,NA,1,0,0,2,1,0.5
"C/230/S","S","C",230,6139,"6139_04","Europa",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Jabba Reedall",TRUE,TRUE,4,0,FALSE,"Reedall",TRUE,6,0,1,6,0,"C/230/S",6,1,2,"Europa","TRAPPIST-1e",6,0,6,0,1,4,0,0,NA,1,0,0,2,1,0.5,0,0,NA,0,0,NA
"C/230/S","S","C",230,6139,"6139_06","Europa",TRUE,"55 Cancri e",37,FALSE,0,0,0,0,0,"Alphact Reedall",TRUE,TRUE,6,0,FALSE,"Reedall",TRUE,6,0,1,6,0,"C/230/S",6,1,2,"Europa","TRAPPIST-1e",6,0,6,0,1,4,0,0,NA,1,0,0,2,1,0.5,0,0,NA,0,0,NA
"C/230/S","S","C",230,6139,"6139_05","Europa",TRUE,"55 Cancri e",51,FALSE,0,0,0,0,0,"Sinon Reedall",TRUE,TRUE,5,0,FALSE,"Reedall",TRUE,6,0,1,6,0,"C/230/S",6,1,2,"Europa","TRAPPIST-1e",6,0,6,0,1,4,0,0,NA,1,0,0,2,1,0.5,0,0,NA,0,0,NA
"C/230/S","S","C",230,6139,"6139_01","Europa",NA,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Azhasim Bewarsecal",TRUE,TRUE,1,0,FALSE,"Bewarsecal",TRUE,6,0,1,6,0,"C/230/S",6,1,2,"Europa","TRAPPIST-1e",6,0,6,0,1,4,0,0,NA,1,0,0,2,1,0.5,0,0,NA,0,0,NA
"C/230/S","S","C",230,6139,"6139_02","Europa",TRUE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Atonea Reedall",TRUE,TRUE,2,0,FALSE,"Reedall",TRUE,6,0,1,6,0,"C/230/S",6,1,2,"Europa","TRAPPIST-1e",6,0,6,0,1,4,0,0,NA,1,0,0,2,1,0.5,0,0,NA,0,0,NA
