"Age","CabinNumCryo","CabinSize","CryoSleep","Deck","Destination","FoodCourt","GID","GroupSize","HasSpent","HomePlanet","IID","Num","RoomService","ShoppingMall","Side","Spa","Spending","VIP","VRDeck","Transported","Cabin","PassengerId","Name","Train","LastName","GroupTrain","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
13,3,3,"TRUE","C","TRAPPIST-1e",0,5112,3,FALSE,"Europa",3,198,0,0,"S",0,0,"FALSE",0,"TRUE","C/198/S","5112_03","Sadaton Opshaft","TRUE","Opshaft","TRUE",0,1,3,0,"C/198/S",3,1,2,"Europa","55 Cancri e",0,3,0,1,2,2,1,2,2,1,0,0,NA,0,0,NA,2,1,0.5
60,0,1,"FALSE","C","TRAPPIST-1e",60,6438,1,TRUE,"Europa",1,199,0,0,"P",4,4058,"FALSE",3994,"FALSE","C/199/P","6438_01","Phein Obnoble","FALSE","Obnoble","FALSE",0,1,0,0,"C/199/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,2,2,1,2,1,0.5,2,2,1,1,1,1,3,3,1
28,2,2,"TRUE","C","55 Cancri e",0,5115,2,FALSE,"Europa",2,199,0,0,"S",0,0,"FALSE",0,"TRUE","C/199/S","5115_02","Megrezn Whibid","TRUE","Whibid","TRUE",0,1,2,0,"C/199/S",2,1,2,"Europa","55 Cancri e",0,2,0,1,0,0,NA,1,1,1,3,3,1,2,1,0.5,2,2,1
41,2,2,"TRUE","C","TRAPPIST-1e",0,5115,2,FALSE,"Europa",1,199,0,0,"S",0,0,"FALSE",0,"TRUE","C/199/S","5115_01","Diason Whibid","TRUE","Whibid","TRUE",0,1,2,0,"C/199/S",2,1,2,"Europa","55 Cancri e",0,2,0,1,0,0,NA,1,1,1,3,3,1,2,1,0.5,2,2,1
30,0,1,"FALSE","C","55 Cancri e",8853,143,1,TRUE,"Europa",1,2,0,6108,"P",29,18513,"FALSE",3523,"FALSE","C/2/P","0143_01","Alaton Unloweedic","FALSE","Unloweedic","FALSE",0,1,0,0,"C/2/P",1,1,1,"Europa","55 Cancri e",1,0,0,NA,1,1,1,1,1,1,0,0,NA,1,1,1,0,0,NA
62,1,1,"TRUE","C","TRAPPIST-1e",0,24,1,FALSE,"Europa",1,2,0,0,"S",0,0,"FALSE",0,"TRUE","C/2/S","0024_01","Penton Fullided","TRUE","Fullided","TRUE",0,1,1,0,"C/2/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA
61,1,2,"TRUE","C","55 Cancri e",0,555,2,FALSE,"Europa",1,20,0,0,"P",0,0,"FALSE",0,"TRUE","C/20/P","0555_01","Alraixa Graciansus","TRUE","Graciansus","TRUE",0,1,1,1,"C/20/P",2,1,2,"Europa","55 Cancri e",0,1,1,0.5,0,0,NA,7,5,0.714285714285714,2,2,1,1,1,1,1,0,0
33,1,2,"FALSE","C","TRAPPIST-1e",165,555,2,TRUE,"Europa",2,20,0,1,"P",2525,2691,"FALSE",0,"FALSE","C/20/P","0555_02","Alhain Graciansus","TRUE","Graciansus","TRUE",0,1,1,1,"C/20/P",2,1,2,"Europa","55 Cancri e",0,1,1,0.5,0,0,NA,7,5,0.714285714285714,2,2,1,1,1,1,1,0,0
18,0,1,"FALSE","C","TRAPPIST-1e",9352,544,1,TRUE,"Europa",1,20,4,0,"S",10,9412,"FALSE",46,"TRUE","C/20/S","0544_01","Lesaton Healist","FALSE","Healist","FALSE",0,1,0,0,"C/20/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,2,1,0.5,1,1,1,1,0,0,7,5,0.714285714285714,2,2,1
42,1,2,"TRUE","C","55 Cancri e",0,6450,2,FALSE,"Europa",2,200,0,0,"P",0,0,"FALSE",0,"TRUE","C/200/P","6450_02","Altaira Unative","TRUE","Unative","TRUE",0,1,1,1,"C/200/P",2,1,2,"Europa","55 Cancri e",0,1,1,0.5,1,1,1,4,3,0.75,0,0,NA,0,0,NA,2,2,1
23,1,2,"FALSE","C","TRAPPIST-1e",596,6450,2,TRUE,"Europa",1,200,0,57,"P",259,5578,"FALSE",4666,"FALSE","C/200/P","6450_01","Anyoni Unative","TRUE","Unative","TRUE",0,1,1,1,"C/200/P",2,1,2,"Europa","55 Cancri e",0,1,1,0.5,1,1,1,4,3,0.75,0,0,NA,0,0,NA,2,2,1
59,1,1,"TRUE","C","55 Cancri e",0,5126,1,FALSE,"Europa",1,200,0,0,"S",0,0,"FALSE",0,"TRUE","C/200/S","5126_01","Isotone Unaring","TRUE","Unaring","TRUE",0,1,1,0,"C/200/S",1,1,1,"Europa","55 Cancri e",0,1,0,1,2,1,0.5,0,0,NA,2,2,1,4,3,0.75,0,0,NA
29,1,4,"FALSE","C","55 Cancri e",889,6490,4,TRUE,"Europa",2,201,0,0,"P",4921,6100,"FALSE",290,"FALSE","C/201/P","6490_02","Phecca Ineded","TRUE","Ineded","TRUE",0,1,3,1,"C/201/P",4,1,2,"Europa","55 Cancri e",0,3,1,0.75,0,0,NA,0,0,NA,2,1,0.5,1,1,1,1,1,1
42,1,4,"FALSE","C","TRAPPIST-1e",1972,6490,4,TRUE,"Europa",4,201,0,0,"P",108,2085,"FALSE",5,"TRUE","C/201/P","6490_04","Marga Ineded","TRUE","Ineded","TRUE",0,1,3,1,"C/201/P",4,1,2,"Europa","55 Cancri e",0,3,1,0.75,0,0,NA,0,0,NA,2,1,0.5,1,1,1,1,1,1
27,1,4,"FALSE","C","55 Cancri e",6924,6490,4,TRUE,"Europa",3,201,0,849,"P",149,9088,"FALSE",1166,"TRUE","C/201/P","6490_03","Tabiton Ightive","TRUE","Ightive","TRUE",0,1,3,1,"C/201/P",4,1,2,"Europa","55 Cancri e",0,3,1,0.75,0,0,NA,0,0,NA,2,1,0.5,1,1,1,1,1,1
57,1,4,"TRUE","C","55 Cancri e",0,6490,4,FALSE,"Europa",1,201,0,0,"P",0,0,"FALSE",0,"TRUE","C/201/P","6490_01","Errairk Ineded","TRUE","Ineded","TRUE",0,1,3,1,"C/201/P",4,1,2,"Europa","55 Cancri e",0,3,1,0.75,0,0,NA,0,0,NA,2,1,0.5,1,1,1,1,1,1
43,2,2,"TRUE","C","TRAPPIST-1e",0,5164,2,FALSE,"Europa",2,201,0,0,"S",0,0,"FALSE",0,"TRUE","C/201/S","5164_02","Shamak Reeddommy","FALSE","Reeddommy","FALSE",1,1,0,0,"C/201/S",1,1,2,"Europa","55 Cancri e",2,0,0,NA,4,3,0.75,1,1,1,1,1,1,0,0,NA,2,1,0.5
27,2,2,"TRUE","C","55 Cancri e",0,5164,2,FALSE,"Europa",1,201,0,0,"S",0,0,"FALSE",0,"TRUE","C/201/S","5164_01","Menchah Reeddommy","FALSE","Reeddommy","FALSE",1,1,0,0,"C/201/S",1,1,2,"Europa","55 Cancri e",2,0,0,NA,4,3,0.75,1,1,1,1,1,1,0,0,NA,2,1,0.5
27,1,2,"FALSE","C","TRAPPIST-1e",16250,6504,2,TRUE,"Europa",2,202,0,2332,"P",2442,22176,"FALSE",1152,"FALSE","C/202/P","6504_02","Sabiark Righturter","FALSE","Righturter","FALSE",0,1,0,0,"C/202/P",2,1,2,"Europa","55 Cancri e",2,0,0,NA,1,1,1,0,0,NA,4,3,0.75,0,0,NA,0,0,NA
36,1,2,"TRUE","C","55 Cancri e",0,6504,2,FALSE,"Europa",1,202,0,0,"P",0,0,"FALSE",0,"TRUE","C/202/P","6504_01","Menkin Righturter","FALSE","Righturter","FALSE",0,1,0,0,"C/202/P",2,1,2,"Europa","55 Cancri e",2,0,0,NA,1,1,1,0,0,NA,4,3,0.75,0,0,NA,0,0,NA
34,0,1,"FALSE","C","TRAPPIST-1e",914,5193,1,TRUE,"Europa",1,202,0,0,"S",2433,3994,"FALSE",647,"TRUE","C/202/S","5193_01","Betenar Craing","TRUE","Craing","TRUE",0,1,1,0,"C/202/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,4,3,0.75
25,0,1,"FALSE","C","TRAPPIST-1e",571,6538,1,TRUE,"Europa",1,203,0,0,"P",467,1951,"FALSE",913,"FALSE","C/203/P","6538_01","Arraiam Viouster","FALSE","Viouster","FALSE",0,1,0,0,"C/203/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,1,1
38.8283134370669,0,2,"FALSE","C","55 Cancri e",45,5232,2,TRUE,"Europa",1,203,4195,0,"S",6298,10976,"TRUE",438,"FALSE","C/203/S","5232_01","Haldah Extraly","FALSE","Extraly","FALSE",0,1,0,0,"C/203/S",2,1,1,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,1,1,1,1,1,1,0,0,NA,0,0,NA
41,0,2,"FALSE","C","55 Cancri e",83,5232,2,TRUE,"Europa",2,203,0,0,"S",3817,5015,"FALSE",1115,"FALSE","C/203/S","5232_02","Grum Extraly","FALSE","Extraly","FALSE",0,1,0,0,"C/203/S",2,1,1,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,1,1,1,1,1,1,0,0,NA,0,0,NA
22,1,2,"FALSE","C","TRAPPIST-1e",3789,6564,2,TRUE,"Europa",1,204,0,0,"P",1178,4972,"FALSE",5,"TRUE","C/204/P","6564_01","Thabik Perpulial","FALSE","Perpulial","FALSE",0,1,0,0,"C/204/P",2,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,1,1,1,1,1,1,0,0,NA,1,0,0,0,0,NA
29,1,2,"TRUE","C","TRAPPIST-1e",0,6564,2,FALSE,"Europa",2,204,0,0,"P",0,0,"FALSE",0,"TRUE","C/204/P","6564_02","Unukath Perpulial","FALSE","Perpulial","FALSE",0,1,0,0,"C/204/P",2,1,1,"Europa","TRAPPIST-1e",2,0,0,NA,1,1,1,1,1,1,0,0,NA,1,0,0,0,0,NA
70,0,1,"FALSE","C","TRAPPIST-1e",1065,5258,1,TRUE,"Europa",1,204,241,0,"S",2290,3598,"FALSE",2,"TRUE","C/204/S","5258_01","Alrair Taptiritty","TRUE","Taptiritty","TRUE",0,1,1,0,"C/204/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,1,0,0,0,0,NA,1,1,1,0,0,NA
42,1,1,"TRUE","C","55 Cancri e",0,6604,1,FALSE,"Europa",1,205,0,0,"P",0,0,"FALSE",0,"TRUE","C/205/P","6604_01","Coxaron Unsive","TRUE","Unsive","TRUE",0,1,1,0,"C/205/P",1,1,1,"Europa","55 Cancri e",0,1,0,1,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1
36,0,1,"FALSE","C","55 Cancri e",196,5266,2,TRUE,"Europa",2,205,13,3,"S",0,12535,"TRUE",12323,"FALSE","C/205/S","5266_02","Sinon Poselfle","TRUE","Poselfle","TRUE",0,2,0,2,"A/64/S",1,1,1,"Europa","55 Cancri e",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,NA,0,0,NA
13,3,3,"TRUE","C","55 Cancri e",0,6617,3,FALSE,"Europa",3,206,0,0,"P",0,0,"FALSE",0,"TRUE","C/206/P","6617_03","Dilamin Timpeed","FALSE","Timpeed","FALSE",1,1,0,0,"C/206/P",2,1,2,"Europa","55 Cancri e",3,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA,1,0,0
35,3,3,"TRUE","C","55 Cancri e",0,6617,3,FALSE,"Europa",2,206,0,0,"P",0,0,"FALSE",0,"TRUE","C/206/P","6617_02","Beneba Timpeed","FALSE","Timpeed","FALSE",1,1,0,0,"C/206/P",2,1,2,"Europa","55 Cancri e",3,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA,1,0,0
31,3,3,"TRUE","C","TRAPPIST-1e",0,6617,3,FALSE,"Europa",1,206,0,0,"P",0,0,"FALSE",0,"TRUE","C/206/P","6617_01","Mareson Timpeed","FALSE","Timpeed","FALSE",1,1,0,0,"C/206/P",2,1,2,"Europa","55 Cancri e",3,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA,1,0,0
25,0,1,"FALSE","C","TRAPPIST-1e",4313,5292,1,TRUE,"Europa",1,206,0,0,"S",175,4548,"FALSE",60,"TRUE","C/206/S","5292_01","Celavar Galoquid","TRUE","Galoquid","TRUE",0,1,1,0,"C/206/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,0,0,NA,1,0,0,0,0,NA,1,1,1
64,0,1,"FALSE","C","TRAPPIST-1e",495,6619,1,TRUE,"Europa",1,207,0,0,"P",2420,4759,"FALSE",1844,"FALSE","C/207/P","6619_01","Arkard Tashal","FALSE","Tashal","FALSE",0,1,0,0,"C/207/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,0,0,NA,1,0,0,0,0,NA,1,1,1,1,1,1
25,0,1,"FALSE","C","TRAPPIST-1e",32,5296,1,TRUE,"Europa",1,207,0,0,"S",2095,2819,"FALSE",692,"FALSE","C/207/S","5296_01","Sadalm Ininal","FALSE","Ininal","FALSE",0,1,0,0,"C/207/S",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,0,0,NA,1,1,1,1,1,1,1,0,0,0,0,NA
27,0,1,"FALSE","C","TRAPPIST-1e",1891,6631,1,TRUE,"Europa",1,208,0,0,"P",2167,4058,"FALSE",0,"FALSE","C/208/P","6631_01","Etamino Suasharic","TRUE","Suasharic","TRUE",0,1,0,1,"C/208/P",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,1,1,1,2,0,0,0,0,NA,3,3,1,0,0,NA
25,0,1,"FALSE","C","TRAPPIST-1e",3625,5314,1,TRUE,"Europa",1,208,0,0,"S",0,3793,"FALSE",168,"TRUE","C/208/S","5314_01","Skatik Arible","TRUE","Arible","TRUE",0,1,1,0,"C/208/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,1,0,0,3,3,1,0,0,NA,2,0,0,0,0,NA
17,0,2,"FALSE","C","TRAPPIST-1e",1339,6635,2,TRUE,"Europa",1,209,0,26,"P",244,1624,"FALSE",15,"FALSE","C/209/P","6635_01","Giebara Entratable","TRUE","Entratable","TRUE",0,1,0,2,"C/209/P",2,1,2,"Europa","55 Cancri e",0,0,2,0,3,3,1,3,1,0.333333333333333,1,0,0,2,2,1,1,1,1
45,0,2,"FALSE","C","55 Cancri e",313,6635,2,TRUE,"Europa",2,209,0,1791,"P",414,4193,"FALSE",1675,"FALSE","C/209/P","6635_02","Nusakab Entratable","TRUE","Entratable","TRUE",0,1,0,2,"C/209/P",2,1,2,"Europa","55 Cancri e",0,0,2,0,3,3,1,3,1,0.333333333333333,1,0,0,2,2,1,1,1,1
4,1,3,"TRUE","C","TRAPPIST-1e",0,5367,3,FALSE,"Europa",1,209,0,0,"S",0,0,"FALSE",0,"TRUE","C/209/S","5367_01","Mesonon Fruidy","TRUE","Fruidy","TRUE",0,1,3,0,"C/209/S",3,1,2,"Europa","TRAPPIST-1e",0,3,0,1,2,0,0,2,2,1,1,1,1,3,1,0.333333333333333,1,0,0
34,1,3,"FALSE","C","TRAPPIST-1e",3195,5367,3,TRUE,"Europa",2,209,0,0,"S",102,4766,"FALSE",1469,"TRUE","C/209/S","5367_02","Dnocese Fruidy","TRUE","Fruidy","TRUE",0,1,3,0,"C/209/S",3,1,2,"Europa","TRAPPIST-1e",0,3,0,1,2,0,0,2,2,1,1,1,1,3,1,0.333333333333333,1,0,0
46,1,3,"FALSE","C","55 Cancri e",8221,5367,3,TRUE,"Europa",3,209,0,0,"S",1010,9391,"FALSE",160,"TRUE","C/209/S","5367_03","Anyonon Fruidy","TRUE","Fruidy","TRUE",0,1,3,0,"C/209/S",3,1,2,"Europa","TRAPPIST-1e",0,3,0,1,2,0,0,2,2,1,1,1,1,3,1,0.333333333333333,1,0,0
55,6,7,"TRUE","C","TRAPPIST-1e",0,571,7,FALSE,"Europa",7,21,0,0,"P",0,0,"FALSE",0,"TRUE","C/21/P","0571_07","Isoton Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
16,6,7,"TRUE","C","55 Cancri e",0,571,7,FALSE,"Europa",5,21,0,0,"P",0,0,"FALSE",0,"TRUE","C/21/P","0571_05","Polam Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
19,6,7,"TRUE","C","TRAPPIST-1e",0,571,7,FALSE,"Europa",2,21,0,0,"P",0,0,"FALSE",0,"FALSE","C/21/P","0571_02","Alchium Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
30,6,7,"TRUE","C","55 Cancri e",0,571,7,FALSE,"Europa",4,21,0,0,"P",0,0,"FALSE",0,"TRUE","C/21/P","0571_04","Izark Hednigic","TRUE","Hednigic","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
55,6,7,"FALSE","C","TRAPPIST-1e",1542,571,7,TRUE,"Europa",6,21,0,0,"P",1814,4924,"FALSE",1568,"FALSE","C/21/P","0571_06","Hasich Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
22,6,7,"TRUE","C","55 Cancri e",0,571,7,FALSE,"Europa",1,21,0,0,"P",0,0,"FALSE",0,"TRUE","C/21/P","0571_01","Branev Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
42,6,7,"TRUE","C","TRAPPIST-1e",0,571,7,FALSE,"Europa",3,21,0,0,"P",0,0,"FALSE",0,"TRUE","C/21/P","0571_03","Bahoton Ousious","TRUE","Ousious","TRUE",0,1,5,2,"C/21/P",7,1,2,"Europa","TRAPPIST-1e",0,5,2,0.714285714285714,1,1,1,3,0,0,2,1,0.5,1,1,1,0,0,NA
29,1,1,"TRUE","C","55 Cancri e",0,552,1,FALSE,"Europa",1,21,0,0,"S",0,0,"FALSE",0,"TRUE","C/21/S","0552_01","Minkab Brathful","TRUE","Brathful","TRUE",0,1,1,0,"C/21/S",1,1,1,"Europa","55 Cancri e",0,1,0,1,7,5,0.714285714285714,1,1,1,0,0,NA,3,0,0,2,1,0.5
30,0,3,"FALSE","C","TRAPPIST-1e",1636.5270682007,6684,3,TRUE,"Europa",2,210,0,335,"P",143,2878.5270682007,"FALSE",764,"TRUE","C/210/P","6684_02","Ziba Exhaft","TRUE","Exhaft","TRUE",0,1,1,2,"C/210/P",3,1,1,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,2,2,1,0,0,NA,2,0,0,0,0,NA,3,3,1
46,0,3,"FALSE","C","TRAPPIST-1e",370,6684,3,TRUE,"Europa",3,210,0,0,"P",2395,4403,"FALSE",1638,"FALSE","C/210/P","6684_03","Duhrkab Exhaft","TRUE","Exhaft","TRUE",0,1,1,2,"C/210/P",3,1,1,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,2,2,1,0,0,NA,2,0,0,0,0,NA,3,3,1
57,0,3,"FALSE","C","TRAPPIST-1e",218,6684,3,TRUE,"Europa",1,210,0,0,"P",8522,8740,"FALSE",0,"FALSE","C/210/P","6684_01","Geons Exhaft","TRUE","Exhaft","TRUE",0,1,1,2,"C/210/P",3,1,1,"Europa","TRAPPIST-1e",0,1,2,0.333333333333333,2,2,1,0,0,NA,2,0,0,0,0,NA,3,3,1
26,2,2,"TRUE","C","TRAPPIST-1e",0,5375,2,FALSE,"Europa",2,210,0,0,"S",0,0,"FALSE",0,"TRUE","C/210/S","5375_02","Quarke Tramsor","TRUE","Tramsor","TRUE",0,1,2,0,"C/210/S",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,3,1,0.333333333333333,0,0,NA,3,3,1,0,0,NA,2,0,0
13,2,2,"TRUE","C","TRAPPIST-1e",0,5375,2,FALSE,"Europa",1,210,0,0,"S",0,0,"FALSE",0,"TRUE","C/210/S","5375_01","Scharab Tramsor","TRUE","Tramsor","TRUE",0,1,2,0,"C/210/S",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,3,1,0.333333333333333,0,0,NA,3,3,1,0,0,NA,2,0,0
31,0,1,"FALSE","C","TRAPPIST-1e",3866,6686,1,TRUE,"Europa",1,211,88.064924064534,0,"P",381,6503.06492406453,"FALSE",2168,"FALSE","C/211/P","6686_01","Marfak Objeciane","FALSE","Objeciane","FALSE",0,1,0,0,"C/211/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,0,0,NA,0,0,NA,3,1,0.333333333333333,1,1,1,2,2,1
45,2,2,"TRUE","C","55 Cancri e",0,5382,2,FALSE,"Europa",2,211,0,0,"S",0,0,"FALSE",0,"TRUE","C/211/S","5382_02","Becruxa Cralinal","FALSE","Cralinal","FALSE",0,1,0,0,"C/211/S",2,1,1,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,1,1,1,2,2,1,0,0,NA,3,1,0.333333333333333
34,2,2,"TRUE","C","55 Cancri e",0,5382,2,FALSE,"Europa",1,211,0,0,"S",0,0,"FALSE",0,"TRUE","C/211/S","5382_01","Tabdhib Cralinal","FALSE","Cralinal","FALSE",0,1,0,0,"C/211/S",2,1,1,"Europa","55 Cancri e",2,0,0,NA,0,0,NA,1,1,1,2,2,1,0,0,NA,3,1,0.333333333333333
33,0,1,"FALSE","C","TRAPPIST-1e",4283,6723,1,TRUE,"Europa",1,212,0,0,"P",1294,6989,"FALSE",1412,"FALSE","C/212/P","6723_01","Sceleon Fulazy","FALSE","Fulazy","FALSE",0,1,0,0,"C/212/P",1,1,1,"Europa","TRAPPIST-1e",1,0,0,NA,1,1,1,2,2,1,0,0,NA,1,0,0,0,0,NA
24,0,1,"FALSE","C","TRAPPIST-1e",0,5452,1,FALSE,"Europa",1,212,0,0,"S",0,0,"FALSE",0,"TRUE","C/212/S","5452_01","Eleb Mander","TRUE","Mander","TRUE",0,1,1,0,"C/212/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,0,0,NA,1,0,0,0,0,NA,2,2,1,0,0,NA
27,2,2,"TRUE","C","55 Cancri e",0,6724,2,FALSE,"Europa",1,213,0,0,"P",0,0,"FALSE",0,"TRUE","C/213/P","6724_01","Jihoton Haftent","TRUE","Haftent","TRUE",0,1,2,0,"C/213/P",2,1,1,"Europa","55 Cancri e",0,2,0,1,1,0,0,1,0,0,0,0,NA,0,0,0,1,1,1
17,2,2,"TRUE","C","55 Cancri e",0,6724,2,FALSE,"Europa",2,213,0,0,"P",0,0,"FALSE",0,"TRUE","C/213/P","6724_02","Scelava Haftent","TRUE","Haftent","TRUE",0,1,2,0,"C/213/P",2,1,1,"Europa","55 Cancri e",0,2,0,1,1,0,0,1,0,0,0,0,NA,0,0,0,1,1,1
38,0,1,"FALSE","C","TRAPPIST-1e",347,5459,1,TRUE,"Europa",1,213,0,0,"S",1545,4079,"FALSE",2187,"FALSE","C/213/S","5459_01","Jabbab Stoile","TRUE","Stoile","TRUE",0,1,0,1,"C/213/S",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,2,2,1,0,0,0,1,1,1,1,0,0,0,0,NA
32,0,1,"FALSE","C","TRAPPIST-1e",390,6725,1,TRUE,"Europa",1,214,0,60,"P",5015,5676,"FALSE",211,"FALSE","C/214/P","6725_01","Caphira Cratrave","TRUE","Cratrave","TRUE",0,1,0,1,"C/214/P",1,1,1,"Europa","TRAPPIST-1e",0,0,1,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0,0
31,1,1,"TRUE","C","TRAPPIST-1e",0,6747,1,FALSE,"Europa",1,215,0,0,"P",0,0,"FALSE",0,"TRUE","C/215/P","6747_01","Duhrak Alaxed","TRUE","Alaxed","TRUE",0,1,1,0,"C/215/P",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,1,1,1,0,0,NA,1,0,0,2,2,1,0,0,0
33,0,1,"FALSE","C","TRAPPIST-1e",4372,5709,1,TRUE,"Europa",1,215,0,0,"S",4103,8475,"FALSE",0,"TRUE","C/215/S","5709_01","Asellum Amblereld","TRUE","Amblereld","TRUE",0,1,1,0,"C/215/S",1,1,1,"Europa","TRAPPIST-1e",0,1,0,1,1,1,1,2,2,1,0,0,0,0,0,NA,1,0,0
38,1,1,"TRUE","C","55 Cancri e",0,6777,1,FALSE,"Europa",1,216,0,0,"P",0,0,"FALSE",0,"TRUE","C/216/P","6777_01","Wasatan Igniming","FALSE","Igniming","FALSE",0,1,0,0,"C/216/P",1,1,1,"Europa","55 Cancri e",1,0,0,NA,2,2,1,0,0,NA,1,1,1,1,1,1,1,1,1
35,0,2,"FALSE","C","TRAPPIST-1e",7636,5737,2,TRUE,"Europa",2,216,0,0,"S",353,8694,"FALSE",705,"TRUE","C/216/S","5737_02","Lesaton Inicont","TRUE","Inicont","TRUE",0,1,2,0,"C/216/S",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,0,0,NA,1,1,1,1,1,1,0,0,NA,1,1,1
39,0,2,"FALSE","C","TRAPPIST-1e",11856,5737,2,TRUE,"Europa",1,216,0,13,"S",39,11911,"FALSE",3,"TRUE","C/216/S","5737_01","Mintard Inicont","TRUE","Inicont","TRUE",0,1,2,0,"C/216/S",2,1,1,"Europa","TRAPPIST-1e",0,2,0,1,0,0,NA,1,1,1,1,1,1,0,0,NA,1,1,1
28,1,3,"FALSE","C","TRAPPIST-1e",6562,6838,3,TRUE,"Europa",2,217,0,0,"P",3430,28662,"FALSE",18670,"FALSE","C/217/P","6838_02","Quarkab Fasticaly","FALSE","Fasticaly","FALSE",0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,NA,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
34,1,3,"FALSE","C","55 Cancri e",2325,6838,3,TRUE,"Europa",3,217,695,0,"P",21,12667,"FALSE",9626,"FALSE","C/217/P","6838_03","Nekkard Fasticaly","FALSE","Fasticaly","FALSE",0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,NA,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
3,1,3,"TRUE","C","TRAPPIST-1e",0,6838,3,FALSE,"Europa",1,217,0,0,"P",0,0,"FALSE",0,"TRUE","C/217/P","6838_01","Alraium Fasticaly","FALSE","Fasticaly","FALSE",0,1,0,0,"C/217/P",3,1,2,"Europa","TRAPPIST-1e",3,0,0,NA,1,1,1,1,0,0,0,0,NA,1,0,0,2,2,1
